Probeset ID	Gene	Description	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value (%)
AGI_MM_OLIGO_A_51_P207601	Aqp5	aquaporin 5	5.585504876	3.1565	0.565123488	10,39605	1.486345038
AGI_MM_OLIGO_A_51_P277005	Chst8	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8	5.692504657	2.779	0.488185811	7,34199	1.486345038
AGI_MM_OLIGO_A_51_P131300	Rln1	relaxin 1	6.143780197	2.5245	0.410903372	6,15042	1.486345038
AGI_MM_OLIGO_A_51_P296608	Gadd45a	growth arrest and DNA-damage-inducible 45 alpha	7.344140198	2.356	0.320799976	4,96594	1.486345038
AGI_MM_OLIGO_A_51_P208511	Cnr2	cannabinoid receptor 2 (macrophage)	3.180066275	2.1085	0.663036496	4,80962	1.486345038
AGI_MM_OLIGO_A_51_P314285	Tmem86a	transmembrane protein 86A	7.124150078	2.065	0.289859138	4,22893	1.486345038
AGI_MM_OLIGO_A_51_P398887	Ctns	cystinosis, nephropathic	4.714344472	2.0765	0.440464207	4,13748	1.486345038
AGI_MM_OLIGO_A_51_P201709	Ggtla1	gamma-glutamyltransferase-like activity 1	5.545317739	1.9085	0.344164228	3,88304	1.486345038
AGI_MM_OLIGO_A_51_P489367	Cyp3a25	cytochrome P450, family 3, subfamily a, polypeptide 25	4.813047931	1.9145	0.397772893	3,72649	1.486345038
AGI_MM_OLIGO_A_51_P208922	Stc2	stanniocalcin 2	4.86865681	1.8805	0.386246161	3,63366	1.486345038
AGI_MM_OLIGO_A_51_P315904	Gadd45g	growth arrest and DNA-damage-inducible 45 gamma	2.738611713	1.6865	0.61582297	3,55048	4.936788875
AGI_MM_OLIGO_A_51_P410715	Hs3st3b1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1	6.418939328	1.8155	0.28283489	3,46176	1.486345038
AGI_MM_OLIGO_A_51_P404463	1500015O10Rik	RIKEN cDNA 1500015O10 gene	3.183024401	1.6055	0.5043945	3,03760	1.486345038
AGI_MM_OLIGO_A_51_P327713	Hs3st6	heparan sulfate (glucosamine) 3-O-sulfotransferase 6	4.534887085	1.6225	0.357781786	3,02514	1.486345038
AGI_MM_OLIGO_A_51_P363338	Prkcm	protein kinase C, mu	7.451515419	1.5745	0.211299301	2,98080	1.486345038
AGI_MM_OLIGO_A_51_P241465	Gsn	gelsolin	3.075026467	1.3845	0.450240027	2,67725	3.291192583
AGI_MM_OLIGO_A_51_P251256	Slc12a4	solute carrier family 12, member 4	3.742739102	1.3785	0.368313142	2,67088	1.486345038
AGI_MM_OLIGO_A_51_P152532	Rkhd3	ring finger and KH domain containing 3	4.499377689	1.3835	0.307486967	2,66933	1.486345038
AGI_MM_OLIGO_A_51_P280114	Padi2	peptidyl arginine deiminase, type II	3.241856515	1.3525	0.417199217	2,64799	1.486345038
AGI_MM_OLIGO_A_51_P318580	Myh14	myosin, heavy polypeptide 14	5.697052094	1.3855	0.243195951	2,64190	1.486345038
AGI_MM_OLIGO_A_51_P259968	Aspa	aspartoacylase (aminoacylase) 2	5.473543678	1.4115	0.257876813	2,63098	1.486345038
AGI_MM_OLIGO_A_51_P108757	Fuca1	fucosidase, alpha-L- 1, tissue	4.394567413	1.3565	0.308676571	2,62911	1.486345038
AGI_MM_OLIGO_A_51_P449878	Abcc3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	4.476366972	1.372	0.306498553	2,54497	1.486345038
AGI_MM_OLIGO_A_51_P338443	Angptl4	angiopoietin-like 4	3.26444623	1.208	0.370047449	2,43605	1.486345038
AGI_MM_OLIGO_A_51_P269546	Trem2	triggering receptor expressed on myeloid cells 2	2.717402083	1.1878	0.437108666	2,41925	4.936788875
AGI_MM_OLIGO_A_51_P453071	Rab27b	RAB27b, member RAS oncogene family	3.414077045	1.2465	0.365105996	2,41201	1.486345038
AGI_MM_OLIGO_A_51_P415694	Gng12	guanine nucleotide binding protein (G protein), gamma 12	2.821105835	1.171	0.415085455	2,39850	3.291192583
AGI_MM_OLIGO_A_51_P127695	Greb1	gene regulated by estrogen in breast cancer protein	3.780497662	1.2705	0.336066866	2,38892	1.486345038
AGI_MM_OLIGO_A_51_P254646	Jundm2	Jun dimerization protein 2	4.824142474	1.2555	0.260253508	2,37637	1.486345038
AGI_MM_OLIGO_A_51_P387608	Hif1a	hypoxia inducible factor 1, alpha subunit	3.756780457	1.171	0.31170307	2,25777	1.486345038
AGI_MM_OLIGO_A_51_P319180	Krt2-4	keratin complex 2, basic, gene 4	3.383263151	1.1605	0.343012041	2,23685	1.486345038
AGI_MM_OLIGO_A_51_P293938	Rasl11b	RAS-like, family 11, member B	4.52144349	1.1595	0.256444652	2,23613	1.486345038
AGI_MM_OLIGO_A_51_P144601	Tuba8	tubulin, alpha 8	4.788550505	1.1505	0.240260596	2,23581	1.486345038
