CD34 + cells1	CD34 + cells2	T cells 1	T cells 2	CD34 + cells (mean)	T cells (Mean)	Delta RMA Value	Gene Symbol	EntrezID
12.92610581	12.38896677	5.1787363	5.0231046	12.65753629	5.100920438	7.556615851	MPO	4353
10.44681157	10.15673686	3.736289	3.6682289	10.30177421	3.702258949	6.599515263	SGK196	84197
10.19858865	10.4770292	4.1596895	3.95262	10.33780893	4.056154752	6.281654173	MS4A3	932
11.56888471	10.78164856	5.1657189	4.8917987	11.17526664	5.028758801	6.146507836	MPO	4353
10.25033698	10.07489803	4.1441014	4.3526014	10.16261751	4.248351401	5.914266107	LMO2	4005
13.21919745	12.57886013	7.5642502	6.4177084	12.89902879	6.990979269	5.908049523	NA	NA
11.4991832	12.53171376	6.0834504	6.1371614	12.01544848	6.110305928	5.905142556	PRG2	5553
12.65472469	12.39475265	7.0607407	6.2153717	12.52473867	6.638056201	5.886682468	NA	NA
10.4192483	11.39147726	5.2030151	5.1295289	10.90536278	5.166272002	5.73909078	RNASE2	6036
10.2076516	10.40260237	4.6305897	4.6853771	10.30512698	4.657983399	5.647143586	S100A8	6279
10.05988446	11.69669076	5.0703821	5.6324274	10.87828761	5.351404765	5.526882845	CLC	1178
9.21023062	9.731742516	4.3215311	4.0190967	9.470986568	4.170313868	5.3006727	MRC1	4360
8.461665782	10.05783358	3.9652703	4.3403761	9.259749679	4.152823195	5.106926484	CSTA	1475
10.56172524	10.42202478	5.6217964	5.2331366	10.49187501	5.427466494	5.064408515	FAM46A	55603
8.552206995	8.75877214	3.5576227	3.7641878	8.655489567	3.66090527	4.994584297	IGFBP7	3490
10.30029144	11.27908424	5.7966287	5.8914891	10.78968784	5.844058911	4.945628932	CPA3	1359
9.122180514	7.90624136	3.4965957	3.7649952	8.514210937	3.630795466	4.883415471	HOXA9	3205
8.495480905	8.566469983	3.9425172	3.6463807	8.530975444	3.794448942	4.736526502	CD302	9936
9.762477874	9.326533112	4.8529452	5.0307836	9.544505493	4.941864421	4.602641072	CYTL1	54360
8.007283273	9.255832337	4.0000824	4.1767622	8.631557805	4.088422289	4.543135516	FCER1A	2205
9.742276807	9.207587196	4.751419	5.2083109	9.474932001	4.979864955	4.495067047	GRB10	2887
9.509980819	10.13253895	5.0063909	5.7138492	9.821259885	5.360120049	4.461139835	GATA2	2624
8.025115487	8.599792753	3.8588179	3.9564133	8.31245412	3.907615569	4.404838551	HLA-DQB1	3119
10.595477	8.093243418	4.8144081	5.1366741	9.344360211	4.975541064	4.368819147	DNTT	1791
9.884495639	9.979883374	5.570768	5.5573795	9.932189506	5.564073791	4.368115715	NCF2	4688
10.52174769	9.905955538	5.9163708	5.8000001	10.21385162	5.858185424	4.355666192	SYK	6850
9.035405993	8.844431966	4.7466292	4.4753967	8.939918979	4.611012975	4.328906004	DEPDC6	64798
9.379039175	9.932282164	5.2521745	5.4418946	9.65566067	5.347034559	4.308626111	SNCA	6622
8.778290605	8.502889312	4.3853276	4.2919398	8.640589959	4.338633715	4.301956244	SOX4	6659
11.37312082	11.14331282	6.6179699	7.3094426	11.25821682	6.963706266	4.294510554	C5orf13	9315
9.39365819	10.39084946	5.3604235	5.8581668	9.892253823	5.609295147	4.282958676	ELA2	1991
9.418313362	10.16117068	5.6232489	5.6296664	9.789742019	5.62645761	4.163284409	HBD	3045
8.867967987	8.854655505	4.4919824	4.9365509	8.861311746	4.714266665	4.147045081	PRTN3	5657
11.02098646	11.02642961	7.7534127	6.0562606	11.02370803	6.904836657	4.118871376	NA	NA
8.140522372	8.466758755	4.0624682	4.3097549	8.303640563	4.18611156	4.117529004	AKR1C3	8644
8.986763177	8.772424294	4.7683114	4.7681869	8.879593735	4.768249159	4.111344577	FGL2	10875
9.813400211	9.256473377	5.4041643	5.5085209	9.534936794	5.456342556	4.078594238	PTPLA	9200
8.570735498	9.273035333	4.9707037	4.7292847	8.921885415	4.84999418	4.071891235	PTGS1	5742
7.799410558	8.036216623	3.8608297	3.8404639	7.91781359	3.850646795	4.067166795	PDGFC	56034
10.14184161	9.009724875	5.3492417	5.6831808	9.575783241	5.51621124	4.059572001	KIAA1919	91749
9.488505972	9.609852856	5.5575429	5.4883999	9.549179414	5.522971392	4.026208022	ALDH2	217
8.942564871	8.650111718	4.6731744	4.8675635	8.796338294	4.770368961	4.025969334	IGLL1	3543
8.657249668	8.825571497	4.5848886	4.9621542	8.741410583	4.773521373	3.96788921	CPVL	54504
9.828546471	9.593603226	5.6357082	5.8621605	9.711074849	5.748934374	3.962140474	TSC22D1	8848
8.124292624	9.583659579	4.9133239	4.9145413	8.853976102	4.913932587	3.940043515	HLA-DQA1	3117
10.61062109	10.57492852	6.3801735	6.9419015	10.5927748	6.661037516	3.931737285	FADS1	3992
9.478289533	10.02082935	5.8965125	5.7425073	9.749559441	5.819509883	3.930049558	PTGS1	5742
8.169071231	7.880399505	4.3887672	3.8165903	8.024735368	4.102678755	3.922056613	MNDA	4332
8.906154726	8.274226747	4.4817177	4.862238	8.590190737	4.671977866	3.918212871	CLEC10A	10462
8.251799569	9.258496107	4.8813704	4.8411253	8.755147838	4.86124783	3.893900008	HCK	3055
10.0857548	9.11055885	5.1671078	6.2790548	9.598156827	5.723081336	3.875075491	NA	NA
7.336148375	7.819139985	3.7236303	3.7526385	7.57764418	3.738134414	3.839509766	CLEC4A	50856
10.24878458	10.11728532	6.24667	6.4716292	10.18303495	6.359149605	3.823885341	CTSG	1511
7.795560536	7.737512914	3.8002141	4.1078403	7.766536725	3.954027188	3.812509537	FRY	10129
9.062354813	9.7498594	5.4489537	5.8245462	9.406107107	5.636749917	3.76935719	KIT	3815
8.655120646	8.403571622	4.5889581	4.9639352	8.529346134	4.776446662	3.752899472	TAL1	6886
11.27101608	10.84882819	7.5206717	7.1043739	11.05992213	7.312522798	3.747399334	HBB	3043
