Gene Symbol	Fold Increase Upon REST Knockdown
ABCA12	2.095043213
ABCA12	2.142482475
ABCA6	2.21256292
ABCB6	2.036476357
ABCB6	2.086254452
ABL2	2.361933213
ACSL1	2.851175112
ADAM17	3.249452006
ADHFE1	2.954525742
AFF4	2.048835183
AHR	2.001199332
AHSA2	2.236929315
AIM1L	2.160369594
AKR1C1	2.086873677
AKR1C1	2.736830288
AKR1C3	2.44575289
AKR1C3	2.550064929
ALCAM	2.656515625
ALDH3A1	2.07059051
ALDH3B2	3.888021538
ALDH6A1	2.131586837
ALDH6A1	2.258971057
ALPP	2.641210929
ALPPL2	3.219642427
AMTN	2.102971286
AMY1A	2.289120787
AMY2A	2.083535774
AMY2B	2.021564689
ANG	2.596371155
ANP32A	2.375400992
AP3B2	5.518280089
AP3B2	8.678591398
APOBEC3A	7.942166275
APOL6	2.273208485
APP	2.053074686
AQP3	3.850129307
ARCN1	2.942866929
ARFIP1	2.391105125
ARFIP1	2.622854459
ARHGEF7	2.007020376
ASPH	2.107943705
ASPHD1	2.56800132
ATAD4	2.443578665
ATL1	3.870068565
ATL1	4.378591392
ATP6V1B1	7.896548682
ATP6V1B1	7.958409322
B4GALT4	2.622923125
B4GALT5	2.121788646
BAZ2B	2.22005602
BBOX1	4.53177512
BCL2A1	2.280416722
BCL2L2	2.394532188
BDP1	2.256996591
BEST2	4.28820486
BEST2	5.155959862
BIRC3	2.728023438
BLID	2.130624086
BLNK	4.042227567
BPNT1	2.008463512
BPNT1	2.036638769
BSN	5.781881715
BZW2	2.028729418
C10orf10	3.355315661
C10orf118	2.24635143
C10orf118	4.031841368
C10orf54	2.17665061
C10orf54	2.289968818
C11orf54	2.057476323
C11orf63	2.125913937
C13orf31	2.408521461
C14orf45	2.090473437
C1orf58	3.303549112
C1R	2.901487831
C1S	2.822324312
C2orf86	2.30404324
C5AR1	2.810987802
C5orf41	2.254535738
C7orf60	2.12878331
C9orf150	2.002512493
CA2	2.735637761
CABP1	2.841902717
CABP1	3.852962688
CABP1	4.160602789
CALB1	9.351584768
CALB1	11.01333775
CAPN3	2.518425843
CASC4	2.498585304
CASP2	2.144571303
CAST	2.124578565
CCDC144B	3.154206157
CCDC144B	3.181758231
CCDC144B	3.356923183
CCDC80	2.008794406
CCNL1	3.985015272
CD109	2.873467715
CD24	2.0392306
CD2AP	2.016013114
CD36	2.213407412
CD55	2.467660203
CDH1	2.640313406
CDH1	3.198695957
CDH16	2.17792438
CDH16	2.469804783
CDK5R2	2.089600362
CDK5R2	2.308760299
CDK6	2.290787098
CDKN1C	2.574248597
CEACAM1	5.089527835
CEACAM1	6.397086349
CFB	3.425013205
CFLAR	2.135648936
CHD9	2.186908687
CHGB	17.15800926
CHI3L2	2.259842214
chromosome 1 open reading frame 126	2.639588718
CHST4	2.184906198
CHST4	2.208102545
CKMT1B	2.179964531
CKMT1B	2.342499086
CLDN1	2.914545424
CLDN4	3.247043944
CLK4	1.993424447
CLU	2.887628354
CNOT6L	2.341400729
CPAMD8	2.578236346
CPLX1	2.753411967
CPLX2	3.161945094
CPNE4	3.486240404
CPNE4	3.626513592
CPNE4	4.272238749
CRABP2	2.331157172
CREBL2	2.362859867
CRIP2	2.332174356
CRISPLD2	2.284000949
CROT	2.12099798
CRYAB	3.013042638
CTSO	2.239232494
CXCL1	2.226673194
CXCL17	3.141127708
CXCL17	3.552064415
CYBRD1	2.302703373
CYP39A1	2.078844718
CYP4B1	4.273185903
CYP4B1	5.135007419
CYP4F12	3.152877403
CYP4F12	4.528911978
CYP4F2	3.10388884
CYP4F2	4.855379569
CYP4F3	5.418172286
DBT	2.182289017
DCN	3.576863069
DCN	3.997156029
DCN	4.314732698
DHRS9	3.999722941
DHRS9	4.133241604
DHRS9	4.20703997
DISP2	2.568029914
DNAJC10	2.050504169
DNER	2.30206099
DOC2A	2.385377814
DRD2	3.928639133
DRD2	4.357166819
DSG3	2.588699844
DTWD2	2.434658854
EAF1	2.01624654
EDN1	2.471849463
EDN1	2.672080745
EFNA1	2.053036345
EFNB2	3.723078773
EHF	2.062949063
EIF4B	2.079190405
ELF3	3.630383395
EMP1	2.367700161
ENOX1	2.261217683
ENOX1	2.398274017
EPB41L4A	2.17620093
EPHB3	2.18767092
EXOC4	2.370378927
F3	2.256443711
FAM126A	2.01668271
FAM155B	2.628336783
FAM171B	2.01412252
FAM36A	2.715234571
FAM43A	2.011242328
FAM43A	2.203571875
FAM83E	2.162226321
FBXL15	2.176085647
FGFBP1	2.265264931
FLRT3	2.851613731
FOLR1	2.386889149
FOLR1	2.426668161
FOLR1	2.613604528
FOLR1	2.630659374
FSTL5	9.85204316
FTH1	2.048492534
FTH1	2.234323978
GABRP	2.265098025
GABRP	2.486892102
GALNT7	2.589365472
GBP2	2.490162764
GBP2	3.728502678
GBP2	4.014083782
GCNT3	4.928232291
GDAP1	4.027249254
GDAP1	7.853410422
GGT6	2.414092782
GJB2	2.342959164
GJB2	2.436768685
GJB4	2.240672872
GLT8D2	2.087420314
GLUD1	2.061480861
GLUL	2.181726895
GLUL	2.346518679
GLUL	2.418885348
GLUL	2.855759247
GNAQ	2.092479083
GOLGA4	2.648242792
GOLGA7B	4.300938988
GOLGA7B	5.069880551
GPNMB	2.68017136
GPR110	4.324299103
GPR110	4.816409721
GPR115	2.734849519
GRHL1	2.045004833
GRHL1	2.129273852
HBA1	2.311869034
HBA2	2.403985807
HEATR1	3.691219948
HIST1H2AC	2.692571145
HIST1H2BD	2.079124367
HIST1H2BD	3.435194754
HIST1H2BD	3.693557903
HIST2H2AA3	2.019064396
HK2	2.011522732
HNRNPA1L2	2.113109764
HPGD	2.802440046
HRK	2.046676893
HS3ST2	2.660512552
ID2	2.408664709
ID2	2.540583145
IDH1	2.119672637
IFIT1	2.869095894
IFRG15	2.778353884
IGF2BP3	2.735257432
IGFL2	2.737197375
IL1RN	2.983813793
IL1RN	3.430897229
IL33	2.540073296
IL33	2.561893659
IL8	2.57074946
IPO7	2.200921416
ITGB8	2.268486636
KCNB1	3.840929853
KCNB1	5.345911569
KIAA1024	2.146671531
KIAA1598	2.096778908
KIF5B	2.1054371
KLHL9	1.968406648
KLHL9	2.266171685
KLK10	2.695523056
KLK7	3.444922693
KLK7	3.615101515
KLK7	3.621803925
KLRC1	2.022757351
KLRC1	2.375471038
KLRC2	2.176251804
KLRC3	2.177726979
KLRC3	2.309692227
KLRC3	2.460348726
KLRC3	2.578360263
KRT10	7.647796799
KRT13	3.482775952
KRT15	4.67962056
KRT16	2.013657578
KRT23	3.565149337
KRT23	3.620988352
KRT4	2.554055527
KRT6B	2.281803306
KRT6B	2.412094354
KYNU	2.178046583
KYNU	2.801764199
LCN2	2.889924654
LEMD1	2.470599216
LEMD1	3.106876772
LEMD1	3.404932461
LEMD1	4.879630434
LEMD1	5.411471546
LGALS7	2.57744674
LGALS7B	2.475171583
LIPH	3.591076713
LIPH	4.070475817
LMO2	2.107873072
LMO2	2.52775347
LOC100129434	2.309896949
LOC100134869	2.674629709
LOC283174	2.376602041
LRP11	2.487871209
LY6G6C	2.302320826
LYPD3	2.325351188
LYSMD3	2.270354891
LYST	2.317156965
MACC1	2.040110427
MACC1	2.761423303
MAL2	2.2363266
MALAT1	2.278659762
MAOA	2.605777413
MAP2	2.048895544
MAP3K8	2.242933696
MAPK10	2.055958508
MAPK10	2.151740868
MAPK11	2.783271739
MAPK8IP1	2.090043304
MAPK8IP2	4.555138641
MAPK8IP2	5.741119577
MBTD1	2.371884829
MDM2	1.953880244
MDM2	1.962222969
MDM2	2.061518019
MDM2	2.160329111
MDM2	2.190309415
MDM2	2.27219327
MDM2	2.302342697
MDM2	2.304016492
MDM2	2.608834505
MDM2	2.838031915
MDM2	3.082047505
MDM2	3.093153725
MDM4	2.31563741
MED18	2.010785105
MEIS3	2.022642374
MEIS3	2.18511045
Membraneassociated ring finger (C3HC4) 4	4.850444337
Membraneassociated ring finger (C3HC4) 4	7.502848907
MET	2.728176935
METTL7A	2.427581521
mitogenactivated protein kinase 11	2.75832489
MME	2.257149922
MMP13	10.84273121
MMP13	15.60317823
MMP24	2.498028169
MMP7	2.897457235
MNT	2.036170141
MPP7	2.037315924
MPZL2	2.030080404
MPZL3	2.269491905
MRPL30	2.067548891
MTERF	2.010858386
MUC1	2.434591734
MUC1	2.782100729
MUC1	2.806354508
MUC16	3.333522899
MYPN	2.634508473
NARG1	2.091154812
NBPF10	2.25907519
NEBL	2.082002427
NEBL	2.211507958
NEDD9	2.008026115
NEK7	3.169706428
NIACR1	2.018843055
NIACR2	2.027893106
NIPAL1	3.188168518
NM_001039212	2.07222735
NOTCH2NL	2.084750311
NR6A1	2.342407229
OAS1	2.664081123
OAS1	3.027663059
OAS1	3.816952003
OAS1	3.960627324
OASL	2.252229221
OCLN	2.325943379
ODF2L	2.055223982
OGDHL	2.805442832
OLFM4	2.901178617
OLFML3	2.346865523
OLFML3	2.513474187
OSBP2	2.250482404
