TC ID	Symbol	FCSAM	FCmean	FCmedian	FCmax	FCmin	FC_520	FC_690	FC_746	FC_089	FC_727	FC_006	FC_971	FC_935	FC_192	FC_471	FC_094	FC_549	FC_927	FC_954	FC_491
2425756	COL11A1	3.765043848	7.166374222	5.314743256	30.2738447	0.420448208	9.447941291	5.464161027	2.173469725	30.2738447	0.420448208	1.433955248	1.172834949	1.257013375	1.375541818	15.67072476	5.897076869	6.964404506	1.602139755	5.314743256	19.02731384
2444283	TNFSF4	3.038445328	5.639210152	2.496661098	21.40684088	0.368567304	4.316912946	2.361985323	0.773782497	6.964404506	0.368567304	3.434261746	1.028113827	3.095129987	1.156688184	21.40684088	2.099433367	19.56224444	2.496661098	2.345669898	13.17745628
3443226	MFAP5	2.937658445	5.154954755	1.986184991	32.67238802	0.972654947	6.588728138	6.276672783	1.547564994	1.558329159	10.19648502	1.057018041	32.67238802	3.010493495	1.681792831	1.972465409	1.613283518	3.095129987	1.986184991	3.095129987	0.972654947
2342904	ST6GALNAC5	2.907945035	3.239855677	3.116658319	6.821079134	0.946057647	3.182145935	2.566851795	3.116658319	2.37841423	0.946057647	4.228072162	1.385109468	6.821079134	1.972465409	3.506422885	4.316912946	4.531535541	2.657371628	2.361985323	4.626752736
2449104	B3GALT2	2.725775354	4.6199924	2.867910496	14.02569154	0.285190929	5.169411323	1.021012126	0.463294031	7.160200567	0.285190929	3.095129987	1.613283518	1.064370182	1.918528239	14.02569154	2.867910496	8.397733469	2.265767771	13.45434264	6.498019171
2661992	OXTR	2.58351155	3.587816473	2.584705661	11.79415374	0.664342907	11.79415374	7.160200567	1.918528239	2.496661098	0.664342907	3.294364069	1.515716567	8.282119391	3.095129987	0.716977624	3.458148925	4.112455307	2.584705661	1.777685362	0.946057647
3299970	ANKRD1	2.550299471	3.627747613	3.340351678	11.00433455	0.444421341	10.48314723	3.386981249	0.907519155	3.340351678	0.444421341	0.946057647	4.228072162	3.410539567	2.639015822	1.057018041	5.42641731	11.00433455	2.173469725	3.410539567	1.558329159
3102372	SULF1	2.496661098	2.912702993	3.182145935	5.13370359	0.732042848	4.658934346	1.028113827	0.732042848	4.75682846	1.180992661	4.198866734	3.434261746	3.226567037	2.639015822	1.931872658	3.182145935	3.91768119	1.274560627	5.13370359	2.394957409
2378256	SYT14	2.428389769	2.940524512	3.138336392	8.282119391	0.737134609	8.282119391	1.474269217	0.737134609	3.630076621	3.758090997	1.717130873	3.506422885	1.049716684	3.706352248	3.138336392	3.89061979	2.203810232	2.188587403	3.91768119	0.907519155
3752258	EVI2B	2.34783876	4.381490533	2.173469725	26.90868529	0.351111219	9.986644391	0.351111219	3.116658319	26.90868529	0.673616788	1.494849249	1.945309895	0.959264119	2.732080514	2.694467154	2.496661098	1.222640278	1.905275996	7.06162397	2.173469725
