EntrezID	Symbol	Description	Location	Type	EnsemblID	log2 | Resting Teff RPKM	log2 | Activated Teff RPKM	log2 | Resting Treg RPKM	log2 | Activated Treg RPKM	LR rest | CD25 vs CD4	LR act | CD25 vs CD4	LR CD4 | act vs rest	LR CD25 | act vs rest
283643	C14ORF80	chromosome 14 open reading frame 80	unknown	other	ENSG00000185347	4.158640399	0.17196698	2.910902547	0.034403052	-1.247737852	-0.137563928	-3.986673419	-2.876499495
2354	FOSB	FBJ murine osteosarcoma viral oncogene homolog B	Nucleus	transcription regulator	ENSG00000125740	3.895524486	0	2.285315727	0	-1.610208759	0	-3.895524486	-2.285315727
4291	MLF1	myeloid leukemia factor 1	Nucleus	other	ENSG00000178053	4.135703615	0.32411189	2.905031591	1.390518339	-1.230672024	1.066406448	-3.811591724	-1.514513253
225	ABCD2	ATP-binding cassette, sub-family D (ALD), member 2	Cytoplasm	transporter	ENSG00000173208	0.811975801	4.54352186	1.052602884	0.682479541	0.240627083	-3.861042319	3.731546059	-0.370123343
2353	FOS	FBJ murine osteosarcoma viral oncogene homolog	Nucleus	transcription regulator	ENSG00000170345	4.250095291	0.552665296	3.871391568	3.741327495	-0.378703723	3.188662198	-3.697429994	-0.130064073
51339	DACT1	dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis)	Cytoplasm	other	ENSG00000165617	0	3.61940666	0	0	0	-3.61940666	3.61940666	0
10673	TNFSF13B	tumor necrosis factor (ligand) superfamily, member 13b	Extracellular Space	cytokine	ENSG00000102524	1.949289818	5.561151088	2.216573407	2.224012858	0.267283589	-3.33713823	3.61186127	0.007439451
64207	C14ORF4	chromosome 14 open reading frame 4	Nucleus	other	ENSG00000119669	3.529673993	0	2.953839802	1.189099742	-0.57583419	1.189099742	-3.529673993	-1.76474006
91543	RSAD2	radical S-adenosyl methionine domain containing 2	unknown	enzyme	ENSG00000134321	0	3.518535962	0	1.964957624	0	-1.553578338	3.518535962	1.964957624
3725	JUN	jun oncogene	Nucleus	transcription regulator	ENSG00000177606	3.601062832	0.109487082	2.811968762	0.877552255	-0.78909407	0.768065174	-3.49157575	-1.934416507
3620	IDO1	indoleamine 2,3-dioxygenase 1	Cytoplasm	enzyme	ENSG00000131203	0	3.486068458	0	2.404891072	0	-1.081177386	3.486068458	2.404891072
64108	RTP4	receptor (chemosensory) transporter protein 4	Plasma Membrane	other	ENSG00000136514	0.495409373	3.947791004	2.092971001	2.688375441	1.597561628	-1.259415563	3.45238163	0.59540444
19	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1	Plasma Membrane	transporter	ENSG00000165029	3.44890927	0	2.704649084	0	-0.744260186	0	-3.44890927	-2.704649084
51071	DERA	2-deoxyribose-5-phosphate aldolase homolog (C. elegans)	unknown	enzyme	ENSG00000023697	0.457795996	3.878468766	2.402160387	3.146565432	1.944364392	-0.731903334	3.420672771	0.744405045
4938	OAS1	2,5-oligoadenylate synthetase 1, 40/46kDa	Cytoplasm	enzyme	ENSG00000089127	0	3.351561869	2.728404045	1.953501108	2.728404045	-1.39806076	3.351561869	-0.774902937
81629	TSSK3	testis-specific serine kinase 3	unknown	kinase	ENSG00000162526	3.324584392	0	2.87634233	0	-0.448242062	0	-3.324584392	-2.87634233
5989	RFX1	regulatory factor X, 1 (influences HLA class II expression)	Nucleus	transcription regulator	ENSG00000132005	3.312457459	0	2.622785993	0	-0.689671467	0	-3.312457459	-2.622785993
57823	SLAMF7	SLAM family member 7	Plasma Membrane	other	ENSG00000026751	0	3.282973196	0	2.367995322	0	-0.914977874	3.282973196	2.367995322
6804	STX1A	syntaxin 1A (brain)	Cytoplasm	transporter	ENSG00000106089	3.192316956	0	2.865856889	0	-0.326460068	0	-3.192316956	-2.865856889
160622	GRASP	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein	Plasma Membrane	other	ENSG00000161835	4.25777303	1.070770881	2.684953036	0.42935808	-1.572819995	-0.6414128	-3.18700215	-2.255594955
2769	GNA15	guanine nucleotide binding protein (G protein), alpha 15 (Gq class)	Plasma Membrane	enzyme	ENSG00000060558	3.223483032	0.047479881	3.126389871	2.353837122	-0.097093161	2.306357241	-3.176003151	-0.772552748
3848	KRT1	keratin 1	Cytoplasm	other	ENSG00000167768	0	3.167989254	0	0.368402767	0	-2.799586487	3.167989254	0.368402767
388646	GBP7	guanylate binding protein 7	unknown	enzyme	ENSG00000213512	0.105470059	3.168441726	0.230275924	1.922080923	0.124805865	-1.246360803	3.062971668	1.691804999
84938	ATG4C	ATG4 autophagy related 4 homolog C (S. cerevisiae)	Cytoplasm	peptidase	ENSG00000125703	0.390478359	3.350778653	2.237818296	2.842192889	1.847339937	-0.508585764	2.960300294	0.604374593
23223	RRP12	ribosomal RNA processing 12 homolog (S. cerevisiae)	Nucleus	other	ENSG00000052749	5.207714485	2.256804895	4.115711466	3.490411405	-1.092003019	1.23360651	-2.95090959	-0.625300061
90139	TSPAN18	tetraspanin 18	unknown	other	ENSG00000157570	3.324498928	0.432288743	1.996285141	0	-1.328213787	-0.432288743	-2.892210185	-1.996285141
55201	MAP1S	microtubule-associated protein 1S	Cytoplasm	enzyme	ENSG00000130479	3.364892736	0.516464243	2.433958815	0.36047827	-0.930933921	-0.155985973	-2.848428493	-2.073480545
9762	PROSAPIP1	ProSAPiP1 protein	Cytoplasm	other	ENSG00000088899	3.232024298	0.398490021	2.48364095	0	-0.748383348	-0.398490021	-2.833534277	-2.48364095
203260	CCDC107	coiled-coil domain containing 107	unknown	other	ENSG00000159884	3.318854504	0.526514525	2.826768899	0	-0.492085606	-0.526514525	-2.792339979	-2.826768899
29929	ALG6	asparagine-linked glycosylation 6, alpha-1,3-glucosyltransferase homolog (S. cerevisiae)	Cytoplasm	enzyme	ENSG00000088035	1.697590037	4.48940648	3.625541338	4.389273742	1.927951302	-0.100132738	2.791816444	0.763732404
83855	KLF16	Kruppel-like factor 16	Nucleus	transcription regulator	ENSG00000129911	3.740758829	0.988627835	2.161288569	0.66271686	-1.57947026	-0.325910975	-2.752130994	-1.498571709
3717	JAK2	Janus kinase 2	Cytoplasm	kinase	ENSG00000096968	2.217580884	4.941140093	3.529717751	4.304591225	1.312136867	-0.636548868	2.72355921	0.774873475
602	BCL3	B-cell CLL/lymphoma 3	Nucleus	transcription regulator	ENSG00000069399	4.57991545	1.878068014	3.84957217	3.259110065	-0.73034328	1.38104205	-2.701847436	-0.590462106
