Probe Set ID	Gene Symbol	Gene Title	Score(d)	Fold Change	Score(d)	Fold Change	Av. Score
1417311_at	Crip2	cysteine rich protein 2	72.63919023	26.69758293	51.34346525	17.4918273	61.99132774
1418203_at	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	34.05761193	47.14634644	39.68124437	31.364275	36.86942815
1418818_at	Aqp5	aquaporin 5 /// similar to aquaporin 5	45.19347422	94.08827255	21.7322443	22.263464	33.46285926
1451527_at	Pcolce2	procollagen C-endopeptidase enhancer 2	27.02384026	31.45503724	36.9474532	19.94924301	31.98564673
1452592_at	Mgst2	microsomal glutathione S-transferase 2	34.65055725	37.30302982	29.29102799	15.11490692	31.97079262
1420842_at	Ptprf	protein tyrosine phosphatase, receptor type, F	44.84860652	20.12167448	16.84802034	20.17655372	30.84831343
1415936_at	Bcar3	breast cancer anti-estrogen resistance 3	33.80353303	22.39943431	26.30922775	11.76961905	30.05638039
1416613_at	Cyp1b1	cytochrome P450, family 1, subfamily b, polypeptide 1	36.95294496	84.86539346	21.87017857	47.4090886	29.41156176
1449527_at	Pcdhb7	protocadherin beta 7	29.61314287	16.69662085	25.74164806	18.88605982	27.67739547
1425458_a_at	Grb10	growth factor receptor bound protein 10	23.02133416	30.55135217	29.73422981	22.60487611	26.37778198
1455900_x_at	Tgm2	transglutaminase 2, C polypeptide	16.14077165	19.81171598	33.98999252	5.150473214	25.06538208
1420653_at	Tgfb1	transforming growth factor, beta 1	11.15369372	2.249321069	38.60520528	4.276889479	24.8794495
1420562_at	Slurp1	secreted Ly6/Plaur domain containing 1	44.69557133	61.52582894	3.888188852	2.167075101	24.29188009
1447845_s_at	Vnn1	vanin 1	36.5042487	13.2205281	9.9767189	2.780749115	23.2404838
1421038_a_at	Kcnn4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	19.81589671	9.363651512	25.4770366	14.10174186	22.64646666
1419758_at	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	12.05405616	3.575084884	33.22398692	28.07915408	22.63902154
1417960_at	Cpeb1	cytoplasmic polyadenylation element binding protein 1	18.42255798	6.036589436	26.61387516	7.085623375	22.51821657
1420841_at	Ptprf	protein tyrosine phosphatase, receptor type, F	31.98881301	7.116049311	10.48541174	8.587566041	21.23711237
1421870_at	Trim44	tripartite motif-containing 44	16.41261056	10.02912839	25.53010468	15.46048026	20.97135762
1429778_at	Optn	optineurin	3.970714144	3.253998563	37.7603349	3.912252751	20.86552452
1427020_at	Scara3	scavenger receptor class A, member 3	20.77569612	24.69995457	18.61484443	5.584604842	19.69527027
1450047_at	Hs6st2	heparan sulfate 6-O-sulfotransferase 2	24.77581199	17.18204234	14.03459504	6.96572213	19.40520352
