CD34 + cells1	CD34 + cells2	T cells 1	T cells 2	CD34 + cells (mean)	T cells (Mean)	Delta RMA Value	Gene Symbol	EntrezID
4.938284031	5.564550082	12.407935	12.826847	5.251417057	12.61739119	-7.365974133	IL32	9235
4.894750975	4.81317275	10.24972	10.245266	4.853961862	10.24749302	-5.393531154	GNLY	10578
7.29738833	6.94528032	12.293141	12.499886	7.121334325	12.39651352	-5.275179199	TRA@	6955
5.418391183	7.8171398	11.758132	11.992464	6.617765492	11.87529778	-5.257532288	GZMB	3002
4.558901183	4.074171757	9.5956839	9.3515123	4.31653647	9.473598138	-5.157061668	RASGRP1	10125
4.771817689	5.027628199	9.9910298	10.102129	4.899722944	10.04657934	-5.146856398	GBP1	2633
6.641427825	5.689710613	11.177144	11.394821	6.165569219	11.28598233	-5.120413109	LCK	3932
4.952919275	4.89460246	9.9676736	10.103889	4.923760867	10.03578107	-5.112020206	IL2RA	3559
3.895621935	4.0541184	8.7011128	9.3196623	3.974870168	9.010387558	-5.035517391	CD7	924
6.970179519	6.776083688	11.7428	11.515825	6.873131603	11.62931255	-4.756180943	IL2RB	3560
6.821588592	6.430634054	11.348634	11.404667	6.626111323	11.3766503	-4.750538977	TRA@	6955
6.149918239	5.966692217	10.474377	11.032877	6.058305228	10.75362716	-4.695321929	LCK	3932
7.190753001	6.946529979	11.76578	11.747367	7.06864149	11.75657352	-4.687932029	TRA@	6955
3.921921581	4.086225326	8.8030859	8.5172259	4.004073454	8.660155859	-4.656082405	GBP1	2633
7.642696321	7.125837018	11.915445	12.06308	7.384266669	11.98926231	-4.604995642	IL23A	51561
5.422628614	6.557063188	10.622428	10.386682	5.989845901	10.50455507	-4.514709166	CCR7	1236
6.36524215	6.415445078	11.035114	10.768942	6.390343614	10.90202843	-4.51168482	IL2RA	3559
5.482240818	5.689013823	9.8297362	10.36149	5.585627321	10.09561292	-4.509985604	CD3D	915
7.287465989	6.511339313	11.267389	11.490136	6.899402651	11.37876253	-4.479359884	TRA@	6955
5.266294866	5.343150971	9.9769389	9.5868971	5.304722919	9.781917997	-4.477195078	ITK	3702
6.753606072	6.736289771	11.10719	11.285166	6.744947922	11.196178	-4.451230083	IL23A	51561
8.058854824	7.706026404	12.256053	12.314965	7.882440614	12.28550858	-4.403067966	IL23A	51561
5.72087332	5.082619361	9.7516719	9.7705728	5.40174634	9.761122336	-4.359375996	IFNG	3458
5.636479577	5.332389528	10.155334	9.4734286	5.484434553	9.814381368	-4.329946815	GNLY	10578
4.786401327	4.843419729	8.9782552	9.1908056	4.814910528	9.084530382	-4.269619854	LRRN3	54674
6.095032629	6.107824673	10.363214	10.376006	6.101428651	10.36961023	-4.268181581	PVRIG	79037
4.871227613	4.705116095	9.4545118	8.562035	4.788171854	9.008273412	-4.220101558	ZBED2	79413
3.98965908	3.928702988	8.0827727	8.2421561	3.959181034	8.162464393	-4.203283358	STAT1	6772
4.992879323	4.451221346	9.0234718	8.8268854	4.722050334	8.925178581	-4.203128247	SH2D1A	4068
6.169604395	5.589322001	9.87538	10.200255	5.879463198	10.03781754	-4.158354339	CRIP1	1396
6.475069722	5.920793089	10.235797	10.455116	6.197931406	10.34545652	-4.147525118	MAL	4118
7.5525469	7.350681726	11.758312	11.323155	7.451614313	11.54073355	-4.089119242	MT1X	4501
5.505318761	5.692694111	9.7843934	9.5719732	5.599006436	9.678183288	-4.079176851	GZMA	3001
5.547938373	5.359185454	9.3940849	9.5905857	5.453561914	9.492335283	-4.038773369	ETS1	2113
7.0753736	7.292959434	11.20374	11.213979	7.184166517	11.20885924	-4.024692721	CD2	914
5.424072141	5.881529325	9.5199171	9.7571774	5.652800733	9.638547254	-3.985746522	CD7	924
4.575164277	4.780891699	8.6362321	8.6495307	4.678027988	8.642881419	-3.964853432	ICOS	29851
6.003060544	6.143650021	9.6747511	10.340439	6.073355282	10.00759494	-3.934239657	CD247	919
5.216991925	5.377300176	9.2307789	9.1502515	5.29714605	9.190515162	-3.893369111	TGFB1	7040
9.577538997	9.624443459	13.573401	13.406031	9.600991228	13.48971629	-3.88872506	RPL18A	6142
8.756959676	8.198450396	12.656872	12.007273	8.477705036	12.33207263	-3.85436759	MT2A	4502
6.435772338	6.345273796	10.52354	9.9510667	6.390523067	10.23730335	-3.84678028	LTA	4049
6.164635408	6.097755262	10.108834	9.7876775	6.131195335	9.948255935	-3.8170606	PRF1	5551
6.112883714	5.876582315	10.230066	9.2409301	5.994733015	9.73549801	-3.740764996	MT1L	4500
3.416826188	3.413055667	7.193075	7.1160745	3.414940928	7.154574769	-3.739633841	CLEC2D	29121
6.388262407	6.739937725	10.630633	9.9587232	6.564100066	10.29467789	-3.730577827	SH2D2A	9047
4.078744641	4.227194874	7.8295005	7.9311032	4.152969758	7.880301833	-3.727332075	CD28	940
5.660620804	6.20836131	9.7384704	9.5464146	5.934491057	9.642442508	-3.707951451	SET	6418
6.597756838	6.700388126	10.213859	10.493513	6.649072482	10.35368605	-3.704613568	CD8A	925
5.875921411	6.004292868	9.8102498	9.4735944	5.940107139	9.641922095	-3.701814956	CCL5	6352
5.995633112	5.723115983	9.3074343	9.7213113	5.859374548	9.514372773	-3.654998225	RARRES3	5920
5.060138568	5.498285444	9.0907205	8.7587997	5.279212006	8.924760122	-3.645548116	SLAMF1	6504
5.466357446	5.383195833	9.003404	9.1169174	5.42477664	9.060160727	-3.635384087	BHLHE40	8553
6.116865063	6.398285398	9.8868651	9.8977665	6.25757523	9.892315826	-3.634740595	STAT1	6772
7.028826648	6.815733698	10.365866	10.685187	6.922280173	10.52552665	-3.603246481	STIP1	10963
5.770309016	5.987168279	9.3960932	9.5139654	5.878738647	9.455029324	-3.576290677	SP110	3431
6.049396237	6.589698951	9.5729998	10.159614	6.319547594	9.866306718	-3.546759124	ARPC4	10093
5.405833596	5.5837746	9.3128735	8.7141156	5.494804098	9.013494582	-3.518690484	ANP32A	8125
8.157937456	8.251785932	11.687398	11.723378	8.204861694	11.70538793	-3.500526236	YWHAZ	7534
5.546035341	5.241051232	8.6524687	9.1288094	5.393543286	8.890639044	-3.497095757	ZAP70	7535
5.180659966	4.2693714	8.1926344	8.2495625	4.725015683	8.221098471	-3.496082789	PBK	55872
4.083178727	3.91307847	7.3288912	7.6560799	3.998128598	7.492485544	-3.494356945	RRAS2	22800
6.320775944	5.335635035	9.0917582	9.5366759	5.828205489	9.314217019	-3.48601153	CD27	939
7.884122378	8.326981652	11.43792	11.607206	8.105552015	11.52256322	-3.417011207	IL2RG	3561
6.480726623	6.632524387	10.596903	9.3300668	6.556625505	9.96348515	-3.406859644	MT1E	4493
6.822838802	7.436944594	10.493091	10.566599	7.129891698	10.52984524	-3.399953545	DPP4	1803
6.328871387	6.755431469	9.9344057	9.9289368	6.542151428	9.931671238	-3.38951981	GATA3	2625
4.695659368	4.589634964	7.7059479	8.3490408	4.642647166	8.02749433	-3.384847164	TRAT1	50852
5.098025647	5.101180027	8.572548	8.3861784	5.099602837	8.479363165	-3.379760328	SOCS1	8651
4.832832656	5.097283897	8.5186646	8.1330956	4.965058276	8.325880093	-3.360821816	CCL3	6348
5.813582678	5.815421343	8.9061554	9.3773641	5.81450201	9.141759764	-3.327257754	CCND2	894
6.199082134	6.598867478	9.7433272	9.7060442	6.398974806	9.724685686	-3.32571088	SPOCK2	9806
7.444736111	7.621830235	10.927169	10.765709	7.533283173	10.84643903	-3.313155861	PTPRC	5788
4.683975301	4.55771192	7.7835141	8.0725448	4.620843611	7.928029474	-3.307185863	UBASH3A	53347
8.236093608	7.721121513	10.952697	11.60895	7.97860756	11.28082354	-3.302215977	TAGLN2	8407
4.369838382	4.377463702	7.5384657	7.8014138	4.373651042	7.669939747	-3.296288705	IKZF1	10320
4.337244506	4.356521131	7.8129603	7.4370921	4.346882818	7.625026224	-3.278143406	HNRNPH1	3187
4.773027161	5.224360976	8.4283899	8.1208145	4.998694069	8.274602179	-3.275908111	FAS	355
7.236473504	7.451317701	10.576581	10.659306	7.343895603	10.61794348	-3.274047875	STAT1	6772
4.379422937	4.409811083	7.5749907	7.7007576	4.39461701	7.63787418	-3.24325717	MAF	4094
7.13079976	6.728645868	10.411825	9.9327263	6.929722814	10.17227576	-3.242552945	PSAT1	29968
7.293450205	7.396500182	10.590391	10.566954	7.344975194	10.57867226	-3.233697064	CYTIP	9595
5.545389401	5.390913007	8.7831867	8.6105032	5.468151204	8.696844928	-3.228693723	CDV3	55573
6.245598456	5.986053456	9.2174504	9.4569828	6.115825956	9.337216574	-3.221390618	CXCL9	4283
5.592579228	5.461889038	8.7561376	8.712308	5.527234133	8.734222811	-3.206988678	ARHGDIA	396
7.366634669	7.234916519	10.714047	10.251371	7.300775594	10.48270866	-3.181933068	MT1F	4494
5.627370866	5.519976512	8.8232451	8.6864198	5.573673689	8.754832462	-3.181158772	SH2D1A	4068
5.124866077	5.82226939	8.853175	8.4296618	5.473567734	8.641418432	-3.167850699	DPP4	1803
5.528138152	6.009448958	8.9353733	8.9095369	5.768793555	8.922455087	-3.153661532	CD3G	917
5.133425233	5.094746818	8.2391893	8.2195737	5.114086025	8.22938149	-3.115295465	TRA2B	6434
10.1127034	9.940820565	13.292908	12.982397	10.02676198	13.13765271	-3.110890724	PFN1	5216
4.448865556	4.932698915	7.6115661	7.9824112	4.690782235	7.796988654	-3.106206419	TMED2	10959
5.715667326	6.056915801	8.8343227	9.1368819	5.886291563	8.985602256	-3.099310692	ISG20	3669
9.373237417	9.132510959	12.326949	12.357764	9.252874188	12.3423566	-3.089482415	ENO1	2023
6.870884892	6.607573242	9.748486	9.9030154	6.739229067	9.825750699	-3.086521632	CBFB	865
8.518636056	7.958188858	11.192752	11.443891	8.238412457	11.31832167	-3.079909213	IFITM1	8519
7.382066361	7.444145413	10.421301	10.546448	7.413105887	10.48387418	-3.070768298	CALM1	801
4.756848638	5.044928607	8.1511178	7.7920897	4.900888623	7.971603752	-3.070715129	FAS	355
3.852288163	4.323500872	7.7481637	6.5646507	4.087894518	7.156407185	-3.068512667	DUSP4	1846
4.546154197	5.147300682	7.9518446	7.847729	4.846727439	7.899786836	-3.053059397	MAF	4094
4.621452999	4.64978701	7.8599774	7.5031951	4.635620005	7.681586231	-3.045966226	TNFRSF25	8718
7.532866072	7.608715129	10.264282	10.939985	7.5707906	10.60213337	-3.031342772	ARL4C	10123
4.86035646	5.039923808	8.3617341	7.59282	4.950140134	7.977277062	-3.027136928	ZBTB32	27033
5.288093829	4.593701737	7.6930722	8.2416089	4.940897783	7.967340542	-3.026442759	YWHAE	7531
4.574265454	4.70499819	7.4111951	7.9193967	4.639631822	7.665295904	-3.025664083	FLT3LG	2323
