Top Genes	ID	M	A	t	P.Value
51586	242336_at	-0.550507477	4.52550618	-4.370759512	0.000911174
6305	1561923_a_at	0.522362442	5.221883921	4.215523972	0.001198637
40360	231105_at	0.593541278	5.530396863	4.192282724	0.001249174
38030	228775_at	0.704372769	5.153704979	4.112284908	0.001440657
51127	241877_at	0.499037888	6.188081967	3.964393635	0.001878725
6929	1562945_at	0.396335169	4.75949118	3.750546393	0.002768655
33760	224498_x_at	0.468251546	6.129081678	3.649181037	0.003332055
14873	205425_at	0.363142009	4.284643887	3.587606915	0.003730343
6954	1562988_at	0.442535531	4.17222371	3.560702722	0.003919337
47098	237848_at	-0.47356113	5.070389712	-3.502750482	0.004360325
34322	225064_at	0.652365414	5.644795831	3.501552052	0.00436996
8208	1566218_at	-0.575981832	5.439312444	-3.47867908	0.004558066
570	1553057_at	0.547187947	6.50067027	3.444513136	0.004854518
7767	1564823_at	0.549825078	5.584224546	3.442500882	0.004872578
32719	223441_at	-0.448791799	4.074554362	-3.42340469	0.0050474
11728	202279_at	-0.469098516	4.301100477	-3.403042482	0.005240843
40517	231262_at	0.548011961	5.08456609	3.401901234	0.005251905
19004	209593_s_at	0.713331207	4.991292882	3.392879336	0.005340194
39607	230352_at	0.425751708	4.191948885	3.379322488	0.005475704
3167	1556687_a_at	0.426824539	5.070374212	3.368092311	0.005590596
32732	223454_at	-0.433336775	6.062627607	-3.3678143	0.005593471
31949	222669_s_at	-0.355159026	4.227032165	-3.366746747	0.005604525
17779	208356_x_at	0.474321265	5.013290395	3.359186701	0.005683442
259	1552622_s_at	-0.393774548	4.926161617	-3.352581194	0.005753318
46601	237351_at	-0.388952551	4.306650386	-3.350868256	0.005771579
24081	214784_x_at	-0.44532237	6.16418264	-3.335613808	0.005936822
21984	212678_at	-0.447195465	4.755717701	-3.328437962	0.006016203
11480	202031_s_at	-0.496181764	6.414747753	-3.328317651	0.006017543
32080	222800_at	0.509577715	5.919735609	3.324958364	0.006055082
25221	215927_at	0.351508468	5.465480381	3.318709811	0.006125539
109	1552402_at	0.454850536	5.664189098	3.316171392	0.006154398
42373	233119_at	0.528854864	6.160421783	3.306880577	0.006261203
35645	226388_at	0.567275609	5.596979167	3.304206654	0.006292288
13313	203865_s_at	-0.321134102	5.675072248	-3.28476829	0.006523008
41454	232199_at	-0.35883517	6.280094338	-3.275924407	0.006630792
34800	225542_at	-0.449537174	6.764032539	-3.271091527	0.006690452
29657	220372_at	0.527810156	4.912273289	3.249328395	0.006965901
50300	241050_at	0.566398757	5.776015499	3.233609044	0.007171955
21996	212690_at	-0.472725862	4.365021767	-3.199977946	0.007633699
17992	208573_s_at	-0.587495626	6.452996077	-3.199854696	0.007635445
40635	231380_at	0.352166462	4.318845566	3.19246257	0.007740914
21483	212176_at	-0.462934474	5.102891341	-3.188840367	0.00779313
41888	232633_at	-0.314992644	3.968328366	-3.187836093	0.007807669
44973	235723_at	-0.435593868	4.802213253	-3.186600398	0.007825597
50552	241302_at	-0.543293425	5.312507202	-3.179123701	0.007934959
22944	213643_s_at	0.452858555	4.997416541	3.154537708	0.008305547
21335	212028_at	0.618616462	6.752475463	3.148296861	0.008402356
37019	227764_at	0.423321153	5.980435693	3.143046343	0.008484682
18194	208778_s_at	0.411727311	4.733676327	3.140855325	0.008519276
6769	1562720_at	0.405470552	5.651677794	3.135218856	0.008608923
8448	1566814_at	0.544496618	6.844895147	3.127316241	0.008736211
14664	205216_s_at	0.376232655	4.67776763	3.121906435	0.008824437
50955	241705_at	-0.341377407	4.027046578	-3.121285903	0.008834613
22646	213344_s_at	0.62301829	7.510261065	3.115082002	0.00893701
47041	237791_at	0.388062391	4.869464903	3.114105858	0.00895323
2561	1555773_at	0.505470193	4.999317124	3.11016271	0.009019051
27682	218396_at	-0.620946721	4.162859863	-3.094627703	0.009283132
22872	213570_at	0.584537121	5.138701465	3.087077925	0.00941426
34155	224896_s_at	-0.511234576	6.147439229	-3.085898784	0.009434907
21337	212030_at	-0.491612501	4.582170792	-3.080007465	0.009538747
41442	232187_at	0.629199758	6.339476758	3.078713459	0.009561709
51609	242359_at	0.433895842	6.200105816	3.074590694	0.009635235
44830	235580_at	0.355349866	4.809253981	3.063287877	0.009839731
24613	215318_at	-0.364016308	4.18667391	-3.061796442	0.009867038
