Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Ivanova	NSC	SGL	11303	Abca1
Ivanova	NSC	SGL	11363	Acadl
Ivanova	NSC	SGL	11428	Aco1
Ivanova	NSC	SGL	11430	Acox1
Ivanova	NSC	SGL	11435	Chrna1
Ivanova	NSC	SGL	11475	Acta2
Ivanova	NSC	SGL	11495	Adam2
Ivanova	NSC	SGL	11502	Adam9
Ivanova	NSC	SGL	11514	Adcy8
Ivanova	NSC	SGL	11517	Adcyap1r1
Ivanova	NSC	SGL	11535	Adm
Ivanova	NSC	SGL	11601	Angpt2
Ivanova	NSC	SGL	11632	Aip
Ivanova	NSC	SGL	11636	Ak1
Ivanova	NSC	SGL	11639	Ak3l1
Ivanova	NSC	SGL	11674	Aldoa
Ivanova	NSC	SGL	11676	Aldoc
Ivanova	NSC	SGL	11722	Amy1
Ivanova	NSC	SGL	11739	Slc25a4
Ivanova	NSC	SGL	11784	Apba2
Ivanova	NSC	SGL	11785	Apbb1
Ivanova	NSC	SGL	11829	Aqp4
Ivanova	NSC	SGL	11843	Arf4
Ivanova	NSC	SGL	11858	Rnd2
Ivanova	NSC	SGL	11883	Arsa
Ivanova	NSC	SGL	11899	Astn1
Ivanova	NSC	SGL	11910	Atf3
Ivanova	NSC	SGL	11932	Atp1b2
Ivanova	NSC	SGL	11981	Atp9a
Ivanova	NSC	SGL	11989	Slc7a3
Ivanova	NSC	SGL	11997	Akr1b7
Ivanova	NSC	SGL	12032	Bcan
Ivanova	NSC	SGL	12035	Bcat1
Ivanova	NSC	SGL	12039	Bckdha
Ivanova	NSC	SGL	12040	Bckdhb
Ivanova	NSC	SGL	12064	Bdnf
Ivanova	NSC	SGL	12091	Glb1
Ivanova	NSC	SGL	12140	Fabp7
Ivanova	NSC	SGL	12153	Bmp1
Ivanova	NSC	SGL	12162	Bmp7
Ivanova	NSC	SGL	12176	Bnip3
Ivanova	NSC	SGL	12192	Zfp36l1
Ivanova	NSC	SGL	12212	Chic1
Ivanova	NSC	SGL	12305	Ddr1
Ivanova	NSC	SGL	12319	Car8
Ivanova	NSC	SGL	12321	Calu
Ivanova	NSC	SGL	12323	Camk2b
Ivanova	NSC	SGL	12328	Caml
Ivanova	NSC	SGL	12334	Capn2
Ivanova	NSC	SGL	12350	Car3
Ivanova	NSC	SGL	12369	Casp7
Ivanova	NSC	SGL	12386	Ctnna2
Ivanova	NSC	SGL	12389	Cav1
Ivanova	NSC	SGL	12406	Serpinh1
Ivanova	NSC	SGL	12408	Cbr1
Ivanova	NSC	SGL	12443	Ccnd1
Ivanova	NSC	SGL	12444	Ccnd2
Ivanova	NSC	SGL	12476	Cd151
Ivanova	NSC	SGL	12520	Cd81
Ivanova	NSC	SGL	12554	Cdh13
Ivanova	NSC	SGL	12558	Cdh2
Ivanova	NSC	SGL	12561	Cdh4
Ivanova	NSC	SGL	12575	Cdkn1a
Ivanova	NSC	SGL	12579	Cdkn2b
Ivanova	NSC	SGL	12583	Cdo1
