probeset_id	total_probes	gene_assignment	gene_id	T8A	T8B	T8C	T16A	T16B	T16C	T28	T32	N8A	N8B	N8C	N16A	N16B	N16C	N32	Log2 Fc T vs N	P T vs N	q T vs N
8178435	24	NM_003897	IER3	619.34045	669.57804	454.93826	758.29057	1375.53685	926.44332	1093.56144	712.36316	1043.66706	2109.8634	1255.13896	1126.40095	1522.02224	907.02381	1549.90056	-0.775284601	0.04943938	0.04717207
8031207	12	NM_006866	LILRA2	43.90558	35.56047	41.55084	31.83674	18.85816	42.80269	32.6131	65.15829	35.5744	57.54907	45.54432	38.5769	68.00766	67.08649	32.59342	-0.600088476	0.043456758	0.0432454
8053654	24	NM_001443	FABP1	14.58538	34.07106	10.01787	12.76318	19.48288	31.52679	23.37774	25.0387	28.71385	36.20365	29.78475	19.4188	31.63971	28.97356	33.44519	-0.679453133	0.040594764	0.04129597
7899627	32	NM_022164	TINAGL1	342.27156	367.3596	162.60658	321.6841	311.9027	775.39777	798.46743	319.9653	435.94727	308.15667	352.96131	689.33985	480.13224	563.9622	689.04188	-0.647468607	0.039820563	0.04079971
8178086	39	NM_005346	HSPA1B	822.16972	785.73526	482.35596	554.2112	931.06812	752.10904	1236.53587	732.765	1682.32306	1330.95311	1262.73295	856.98623	950.15289	750.85983	1151.52876	-0.671536298	0.038941884	0.04022146
7908499	24	NM_030787	CFHR5	19.28942	27.69335	15.29044	10.35905	25.39422	27.17353	23.41187	27.73996	24.92345	36.73846	36.22939	17.42655	42.31734	35.38484	28.88984	-0.714472738	0.034273366	0.03678444
8108370	32	NM_001964	EGR1	309.07088	424.24737	706.64766	626.61545	761.35944	1001.49642	720.00978	444.30285	588.41789	1210.57359	1018.67673	1560.13998	990.98451	687.54145	586.01635	-0.83565848	0.033793941	0.03643857
7940210	29	NM_173801	PLAC1L	10.12044	7.74136	12.88268	19.78523	13.36293	24.61163	20.196	25.66399	15.78696	33.3767	19.61768	20.39965	28.73089	15.44061	20.0088	-0.7984887	0.033011449	0.03584022
8075924	26	NM_002405	MFNG	79.93559	78.43806	72.57737	69.103	87.9713	43.83239	106.36336	57.65743	142.82401	153.52763	156.87202	88.9708	79.84382	92.57516	117.90997	-0.617977844	0.031578196	0.03470038
8049620	29	BC031951	FAM132B	458.26641	509.37691	315.88016	457.43176	553.53222	477.96481	585.53284	401.14961	636.68885	591.37728	625.9435	1079.1974	680.31061	583.75123	744.08316	-0.608244554	0.028933205	0.03264111
