Ilumina ID	gene.symbol	ensembl.id	weight
ILMN_1796801	ABCA8	ENSG00000141338	0.848130099
ILMN_1673639	ABI3BP	ENSG00000154175	0.358689303
ILMN_1764090	AK3L1	ENSG00000162433	-0.32948972
ILMN_1684836	AKAP12	ENSG00000131016	0.194116845
ILMN_1709348	ALDH1A1	ENSG00000165092	0.861086644
ILMN_1736412	AMHR2	ENSG00000135409	1.070660663
ILMN_1691410	BAMBI	ENSG00000095739	0.26209276
ILMN_1770085	BTG2	ENSG00000159388	0.332836771
ILMN_1713561	C20orf103	ENSG00000125869	0.482763942
ILMN_1687848	C7	ENSG00000112936	0.777924585
ILMN_1717990	CALD1	ENSG00000122786	-0.995920819
ILMN_1794863	CAMK2N1	ENSG00000162545	-0.468239624
ILMN_1677505	CCL21	ENSG00000137077	-0.107137531
ILMN_1672611	CDH11	ENSG00000140937	-0.306016052
ILMN_1784602	CDKN1A	ENSG00000124762	-0.705409669
ILMN_1657803	CFH	ENSG00000000971	-0.144092072
ILMN_1789733	CLIP3	ENSG00000105270	0.195382974
ILMN_1810054	CNN1	ENSG00000130176	-0.707750865
ILMN_1708486	CNN2	ENSG00000064666	-1.414244588
ILMN_1684554	COL16A1	ENSG00000084636	-0.654568359
ILMN_1785272	COL1A2	ENSG00000164692	-1.348724649
ILMN_1735192	COLEC11	ENSG00000118004	1.086227544
ILMN_1699829	CTGF	NA	-0.743737477
ILMN_1721901	CTNNAL1	ENSG00000119326	0.28193555
ILMN_1758128	CYGB	ENSG00000161544	0.10599354
ILMN_1768227	DCN	ENSG00000011465	-1.006286098
ILMN_1666672	DCN	ENSG00000011465	-1.100467047
ILMN_1730553	DDR2	ENSG00000162733	-0.076620663
ILMN_1797519	DLK1	ENSG00000185559	0.449045737
ILMN_1652975	DLK1	ENSG00000185559	0.61128989
ILMN_1781285	DUSP1	ENSG00000120129	-0.633620252
ILMN_1796629	EDNRA	ENSG00000151617	-1.51018682
ILMN_1735877	EFEMP1	ENSG00000115380	-0.777277007
ILMN_1762899	EGR1	ENSG00000120738	-0.141304623
ILMN_1720637	EPB41L3	ENSG00000082397	-0.609694173
ILMN_1740045	ESR2	ENSG00000140009	1.226046538
ILMN_1708105	EZH2	ENSG00000106462	0.225686816
ILMN_1677038	FLJ21986	ENSG00000106034	0.261757299
ILMN_1669523	FOS	ENSG00000170345	-0.428436669
ILMN_1730706	FOSB	ENSG00000125740	-0.085754936
ILMN_1749866	GATA4	ENSG00000136574	1.07772375
ILMN_1655236	GFPT2	ENSG00000131459	-1.274041235
ILMN_1789627	GP1BB	NA	-0.247692646
ILMN_1726666	GPX3	ENSG00000211445	-0.292544191
ILMN_1769753	HBB	ENSG00000188170	-0.273376221
ILMN_1714523	HEPH	ENSG00000089472	-0.553928123
ILMN_1694268	HES6	ENSG00000144485	-0.184311385
ILMN_1789512	HIST1H2AL	ENSG00000198374	-0.303075906
ILMN_1721283	HSPB6	ENSG00000004776	0.606886393
ILMN_1676563	HTRA1	ENSG00000166033	0.153396837
ILMN_1665865	IGFBP4	ENSG00000141753	-0.223549516
ILMN_1750324	IGFBP5	ENSG00000115461	-0.031213348
ILMN_1660306	ITGA8	ENSG00000077943	-0.265918282
ILMN_1667434	ITM2A	ENSG00000078596	0.012216886
ILMN_1769575	JAM3	NA	-0.241412003
ILMN_1669768	JUN	ENSG00000177606	-0.0042706
ILMN_1735930	KLF2	ENSG00000127528	-0.38481916
ILMN_1702789	KNDC1	ENSG00000171798	0.505653798
ILMN_1701424	LAMC2	ENSG00000058085	-0.739222901
ILMN_1657373	LEPREL1	ENSG00000090530	-0.225981311
ILMN_1766914	MFAP4	ENSG00000166482	-0.39031335
ILMN_1718972	MFSD3	ENSG00000167700	0.353183124
ILMN_1651958	MGP	ENSG00000111341	0.101173346
ILMN_1660086	MYH11	ENSG00000133392	-0.059590557
ILMN_1730845	NDN	ENSG00000182636	0.122917934
ILMN_1772351	NR4A1	ENSG00000123358	-0.061207956
ILMN_1661178	NR4A1	ENSG00000123358	-0.028670291
ILMN_1807298	NR4A3	ENSG00000119508	0.118334532
ILMN_1742547	NRP1	ENSG00000099250	-0.153217387
ILMN_1738684	NRXN2	ENSG00000110076	0.997299802
ILMN_1660793	PAQR4	ENSG00000162073	-0.10679059
ILMN_1810836	PDE5A	ENSG00000138735	-0.394384738
ILMN_1681949	PDGFRA	ENSG00000134853	0.109962595
ILMN_1675331	PEG3	ENSG00000198300	0.884230379
ILMN_1781388	PGM5	ENSG00000154330	0.720006321
ILMN_1740586	PLA2G2A	ENSG00000188257	0.229451947
ILMN_1785646	PMP22	ENSG00000109099	-0.876268776
ILMN_1728934	PRC1	ENSG00000198901	0.315900338
ILMN_1724424	PRRT2	ENSG00000167371	0.618833842
ILMN_1810537	PRSS16	ENSG00000112812	0.122194366
ILMN_1708275	PTGS1	ENSG00000095303	0.203068756
ILMN_1791826	RAB25	ENSG00000132698	-0.262448073
ILMN_1753278	RASL11B	ENSG00000128045	0.832640867
ILMN_1688630	RECK	ENSG00000122707	-0.57009088
ILMN_1781742		ENSG00000179083	0.041846138
ILMN_1655595	SERPINE2	ENSG00000135919	0.234113048
ILMN_1810172	SFRP4	ENSG00000106483	-0.756261517
ILMN_1702487	SGK	NA	-0.066747497
ILMN_1683859	SLC7A1	ENSG00000139514	-0.33675068
ILMN_1791702	SMARCA2	ENSG00000080503	-0.105470388
ILMN_1701895	STAR	ENSG00000147465	1.156943723
ILMN_1691884	STC2	ENSG00000113739	-0.194898178
ILMN_1686981	SULF2	ENSG00000196562	-0.47318757
ILMN_1810875	SYNGR1	ENSG00000100321	-0.282844378
ILMN_1719599	SYTL4	ENSG00000102362	0.231215531
ILMN_1766712	TCF21	ENSG00000118526	0.783625073
ILMN_1743933	TSHZ3	ENSG00000121297	-0.647935208
ILMN_1803882	VEGFA	ENSG00000112715	-0.736613937
ILMN_1782538	VIM	ENSG00000026025	-0.336564478
ILMN_1812461	WISP2	ENSG00000064205	0.409082582
