ID	Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ILMN_1726359	NECAP1	7.768006625	10.84733439	9.984694524	0.0000013	0.018465649	4.967253706
ILMN_1752591	LEPROTL1	8.026491819	10.21925384	9.429157769	0.00000221	0.018465649	4.59582811
ILMN_1660436	HSPA1B	-7.970486442	9.558438981	-9.250830804	0.00000264	0.018465649	4.469870751
ILMN_1782419	GNG11	-7.946608698	11.54403013	-9.242667741	0.00000266	0.018465649	4.46402343
ILMN_1709571	BPTF	7.827290247	9.073008378	8.750673217	0.00000441	0.024452835	4.097925796
ILMN_1664826	FBXO33	7.502469097	11.27946292	8.432390169	0.00000618	0.028572858	3.846107806
ILMN_1722662	RAD23B	6.564822506	9.757269775	8.109425837	0.0000088	0.032034569	3.577811947
ILMN_2401779	FAM102A	6.929141208	10.90432147	8.006986465	0.00000987	0.032034569	3.48991886
ILMN_1796830	UBE2L3	7.685161129	10.37914386	7.96035013	0.0000104	0.032034569	3.44944826
ILMN_1655864	LOC653853	6.312800901	8.685834345	7.796198594	0.0000125	0.034731558	3.30469043
ILMN_1809437	RHBDD2	6.418920305	10.79389732	7.351986506	0.000021	0.037920016	2.894333466
ILMN_1689734	IL1RN	-8.30869675	8.996399593	-7.347365	0.0000212	0.037920016	2.889916923
ILMN_1663090	SON	6.645136969	10.82954858	7.249469515	0.0000238	0.037920016	2.79563209
ILMN_1688971	NOL11	5.342545503	10.26406504	7.19800685	0.0000253	0.037920016	2.745503694
ILMN_1772286	OCIAD2	5.781379182	10.27399447	7.188741187	0.0000256	0.037920016	2.736436689
ILMN_1659122	KLF10	-6.138713525	9.523315334	-7.160175727	0.0000265	0.037920016	2.708403512
ILMN_1671509	CCL3	-5.783694679	12.3072809	-7.122757165	0.0000277	0.037920016	2.671498428
ILMN_1660359	LOC654126	8.095331456	9.577626093	7.10326497	0.0000284	0.037920016	2.652190832
ILMN_1753885	YTHDF1	5.675872296	9.79545752	7.04842901	0.0000304	0.037920016	2.59756816
ILMN_1730084	COMT	-5.190213461	10.93756559	-7.047473025	0.0000304	0.037920016	2.596611875
ILMN_1769637	RNMT	6.719482511	10.03489363	6.954469194	0.0000341	0.037920016	2.502916314
ILMN_1723043	NAPSB	-5.081209708	9.310045774	-6.929093772	0.0000352	0.037920016	2.477123224
ILMN_1767281	PPBP	-6.275362924	10.31073382	-6.902492672	0.0000364	0.037920016	2.449978257
ILMN_1800855	PPTC7	5.239718305	10.58511066	6.823835815	0.0000401	0.037920016	2.369074875
ILMN_1728197	CLDN5	-5.590821129	8.416713704	-6.817491562	0.0000405	0.037920016	2.36250765
ILMN_1714108	TP53INP1	8.386425864	9.548208487	6.78316151	0.0000423	0.037920016	2.326862357
ILMN_1775192	BCLAF1	5.425557104	11.46187472	6.699476191	0.000047	0.037920016	2.239198262
ILMN_2214197	TP53INP1	7.042656175	8.494684975	6.648900345	0.0000501	0.037920016	2.185682996
ILMN_2079803	LSM14A	4.950386382	12.16179672	6.635520202	0.000051	0.037920016	2.171457423
ILMN_2080751	ADNP2	7.406311536	9.7167988	6.634103333	0.0000511	0.037920016	2.169949363
ILMN_1729318	TOR1AIP1	5.859482887	10.65526601	6.628248996	0.0000514	0.037920016	2.163714854
ILMN_2101832	LAPTM4B	-5.824668997	9.287228451	-6.624195568	0.0000517	0.037920016	2.15939501
ILMN_1762103	WDR48	5.256075646	10.60079418	6.622439647	0.0000518	0.037920016	2.157522867
ILMN_1755909	C20orf11	6.133304916	10.90948236	6.611979782	0.0000525	0.037920016	2.146360509
ILMN_1784203	ACRBP	-7.169211793	10.21429333	-6.597220067	0.0000535	0.037920016	2.130579858
ILMN_1712936	C21orf66	4.816419543	8.622340682	6.586553878	0.0000543	0.037920016	2.119154246
ILMN_1757408	ZNF256	5.036456287	8.775691734	6.542535329	0.0000574	0.037920016	2.071809049
ILMN_1765578	TIPARP	5.515975015	11.94481609	6.532812016	0.0000582	0.037920016	2.061309004
ILMN_1805658	LTV1	4.944788931	9.735312645	6.531427452	0.0000583	0.037920016	2.059812601
ILMN_2236800	SON	6.339755878	10.42152749	6.516380946	0.0000594	0.037920016	2.043530814
ILMN_1792689	HIST1H2AC	-6.76908722	10.46646271	-6.515978461	0.0000594	0.037920016	2.043094785
ILMN_1745112	FAM102A	6.051421831	9.788741524	6.515059806	0.0000595	0.037920016	2.04209947
ILMN_1705985	PIGA	5.54017267	10.44619643	6.507364909	0.0000601	0.037920016	2.033757116
ILMN_2411897	KLF10	-6.315756411	9.764615157	-6.4593028	0.000064	0.037920016	1.98143469
ILMN_2062112	ZC3H15	4.944098716	9.606871156	6.448244211	0.0000649	0.037920016	1.969342945
ILMN_1747355	CCL3L1	-6.045604237	11.61742182	-6.440331529	0.0000656	0.037920016	1.960678839
ILMN_1666269	CTSZ	-4.800770217	10.18083678	-6.436875966	0.0000659	0.037920016	1.956891932
ILMN_1655191	CASZ1	5.553995853	9.447497317	6.428713577	0.0000666	0.037920016	1.947939171
ILMN_1692177	TSC22D1	-8.134881011	9.125729349	-6.41266497	0.000068	0.037920016	1.930304971
ILMN_1710326	CLDND1	4.909816596	10.36770823	6.4085742	0.0000684	0.037920016	1.92580333
ILMN_1788887	LOC338799	4.806528631	8.295440818	6.346961448	0.0000741	0.039827002	1.857671884
ILMN_1734991	PPM1B	5.862588767	9.633837442	6.341320691	0.0000747	0.039827002	1.85140329
ILMN_1775501	IL1B	-10.25856296	12.72240074	-6.302605834	0.0000786	0.040015355	1.808238341
ILMN_1705928	SNRNP200	5.08732541	8.668397668	6.294810735	0.0000794	0.040015355	1.799517412
ILMN_1801156	RLF	5.435894482	8.721432907	6.289932113	0.0000799	0.040015355	1.794054258
ILMN_1682449	ZNF518B	4.886618672	9.31700077	6.281652002	0.0000808	0.040015355	1.784773084
ILMN_1693352	MRPL20	-5.510175879	9.765499507	-6.250825772	0.0000842	0.04048182	1.750120445
ILMN_1744239	FEM1B	6.124728279	8.849909895	6.246482489	0.0000847	0.04048182	1.745225408
ILMN_1680196	LAPTM4B	-5.293640008	9.492857325	-6.220189468	0.0000877	0.04104209	1.715525503
ILMN_2218856	CCL3L3	-7.278126141	11.33852716	-6.210712109	0.0000888	0.04104209	1.70479201
ILMN_1716276	CCL4L2	-5.119437036	11.56566466	-6.171353205	0.0000936	0.041618971	1.660056669
ILMN_2372200	ZNF586	4.661271164	10.31779506	6.168921971	0.0000939	0.041618971	1.657284869
ILMN_1672120	KRT73	5.107654571	9.307603533	6.16379817	0.0000945	0.041618971	1.651440098
ILMN_1658989	MEX3B	-5.176539525	8.203084452	-6.140125056	0.0000976	0.041633722	1.624379056
ILMN_1812970	RWDD1	7.316020161	8.615243326	6.123372966	0.0000998	0.041633722	1.605172934
ILMN_1709634	CMBL	-4.720135066	7.849319341	-6.103269869	0.000102558	0.041633722	1.582062887
ILMN_1762080	JMY	6.130936023	9.261725576	6.089843632	0.000104433	0.041633722	1.566590662
ILMN_2406410	RHBDD2	6.719259759	10.61952493	6.083007738	0.000105402	0.041633722	1.55870144
ILMN_1762275	CSE1L	5.077462291	8.711684577	6.064096165	0.000108133	0.041633722	1.536834909
ILMN_1806165	HSPA6	-6.426703465	9.465300302	-6.050793993	0.0001101	0.041633722	1.521418211
ILMN_2069945	RY1	5.803269662	9.647330365	6.050737712	0.000110108	0.041633722	1.521352921
ILMN_1749362	CD28	5.167109181	8.802415938	6.04381887	0.000111146	0.041633722	1.513322408
ILMN_1792323	HDC	-4.554806893	7.949934645	-6.039695132	0.00011177	0.041633722	1.50853226
ILMN_1776435	GPRIN3	5.497331458	8.551373001	6.026449148	0.000113799	0.041633722	1.493126279
ILMN_1787919	PARVB	-5.381091576	9.95364723	-6.011705151	0.000116104	0.041633722	1.475943183
ILMN_1664010	ELF1	4.961204816	11.75397614	6.007402034	0.000116786	0.041633722	1.47092128
ILMN_1752927	KIAA1600	6.205654375	9.093859833	5.993553982	0.000119011	0.041633722	1.454738822
ILMN_1697227	USP36	5.385026175	10.65827166	5.99177964	0.000119299	0.041633722	1.452663029
ILMN_2244547	ETNK1	5.070857237	8.735584828	5.988449931	0.000119843	0.041633722	1.448766184
ILMN_1736015	PHF17	6.052631263	9.957335132	5.98691138	0.000120094	0.041633722	1.446964944
ILMN_2380566	SIAH1	6.36382791	9.698369929	5.973201879	0.000122364	0.041896714	1.43089701
ILMN_1691559	ELF2	4.720514761	10.41299979	5.954504457	0.000125533	0.042457717	1.40893174
ILMN_1666733	IL8	-7.167186459	13.75690327	-5.939560949	0.000128129	0.042813737	1.391333825
ILMN_1784608	CLEC2B	5.34415289	9.901927095	5.92657511	0.000130432	0.043064431	1.376010513
ILMN_1695079	ZNF101	4.751635507	8.770984286	5.9079464	0.000133814	0.043438127	1.353978524
ILMN_1742431	AY358241	4.542636436	9.631479745	5.898392106	0.000135585	0.043438127	1.342655837
ILMN_1692223	LCN2	-4.751598603	9.026388267	-5.88484992	0.000138138	0.043438127	1.326580495
ILMN_1671516	CIR	5.159747048	8.588709191	5.874477812	0.000140128	0.043438127	1.314247066
ILMN_1707631	MED10	5.26893361	11.28335218	5.86441595	0.000142088	0.043438127	1.302265006
ILMN_2374249	DYRK2	5.265884304	10.59120244	5.863481788	0.000142272	0.043438127	1.301151692
ILMN_1699071	C21orf7	-6.931089781	10.39766867	-5.862179025	0.000142528	0.043438127	1.299598839
ILMN_1715991	SDPR	-6.387612984	11.08375169	-5.845986196	0.000145755	0.043938813	1.280273286
ILMN_2295318	RGPD5	4.766365759	8.069636911	5.816790521	0.000151773	0.044847132	1.24531599
ILMN_1695461	PTPRA	4.420906205	8.591851583	5.81570393	0.000152002	0.044847132	1.244012149
ILMN_1715635	ATP6V0E1	-4.578576917	10.91452497	-5.805499087	0.000154172	0.044975276	1.231757107
ILMN_1680347	ZNF317	4.447433342	9.706911892	5.798494539	0.00015568	0.044975276	1.223334982
ILMN_2152429	C12orf76	-5.09414716	9.688123459	-5.78141974	0.000159423	0.045177098	1.202769334
ILMN_1733356	PREI3	5.733244879	9.984714402	5.776377252	0.000160547	0.045177098	1.196686367
ILMN_1715702	MAPK1IP1L	5.501461266	10.52569944	5.769636418	0.000162063	0.045177098	1.188547792
ILMN_1793651	UBE2N	6.457155305	10.00173408	5.761509984	0.00016391	0.045177098	1.178725931
ILMN_1749368	HIST1H3H	-6.381342207	9.500230775	-5.758835045	0.000164523	0.045177098	1.175490434
ILMN_1745103	CLEC1B	-7.309628289	10.52998708	-5.741413556	0.000168577	0.045836323	1.154388011
ILMN_1683204	GMEB2	4.393395435	10.27712229	5.734405477	0.000170237	0.04583845	1.145884491
ILMN_2366212	CD79B	-4.521091997	12.45275534	-5.705976108	0.000177156	0.047242656	1.111301893
ILMN_1718924	ETFA	-4.391622222	10.88738284	-5.682321763	0.000183142	0.048175777	1.082421643
ILMN_1766528	SLC25A36	4.755886654	9.496780081	5.678499859	0.000184129	0.048175777	1.077746314
