ID	Symbol	Name	Synonyms	Chromosome
563	AZGP1	alpha-2-glycoprotein 1, zinc-binding	ZA2G|ZAG	7
567	B2M	beta-2-microglobulin	-	15
811	CALR	calreticulin	CRT|FLJ26680|RO|SSA|cC1qR	19
821	CANX	calnexin	CNX|FLJ26570|IP90|P90	5
909	CD1A	CD1a molecule	CD1|FCB6|HTA1|R4|T6	1
910	CD1B	CD1b molecule	CD1|CD1A|MGC125990|MGC125991|R1	1
911	CD1C	CD1c molecule	BDCA1|CD1|CD1A|R7	1
912	CD1D	CD1d molecule	CD1A|MGC34622|R3	1
913	CD1E	CD1e molecule	CD1A|R2	1
920	CD4	CD4 molecule	CD4mut	12
925	CD8A	CD8a molecule	CD8|Leu2|MAL|p32	2
926	CD8B	CD8b molecule	CD8B1|LYT3|Leu2|Ly3|MGC119115	2
972	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	DHLAG|HLADG|Ia-GAMMA	5
1385	CREB1	cAMP responsive element binding protein 1	CREB|MGC9284	2
1508	CTSB	cathepsin B	APPS|CPSB	8
1510	CTSE	cathepsin E	CATE	1
1514	CTSL1	cathepsin L1	CATL|CTSL|FLJ31037|MEP	9
1520	CTSS	cathepsin S	MGC3886	1
2207	FCER1G	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide	FCRG	1
2217	FCGRT	Fc fragment of IgG, receptor, transporter, alpha	FCRN|alpha-chain	19
2923	PDIA3	protein disulfide isomerase family A, member 3	ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HsT17083|P58|PI-PLC	15
3077	HFE	hemochromatosis	HFE1|HH|HLA-H|MGC103790|MVCD7|dJ221C16.10.1	6
3105	HLA-A	major histocompatibility complex, class I, A	FLJ26655|HLAA	6
3106	HLA-B	major histocompatibility complex, class I, B	AS|HLA-B-7301|HLA-B73|HLAB|HLAC|MGC111087|SPDA1	6
3107	HLA-C	major histocompatibility complex, class I, C	D6S204|FLJ27082|HLA-Cw|HLA-Cw12|HLA-JY3|HLC-C|PSORS1	6
3108	HLA-DMA	major histocompatibility complex, class II, DM alpha	D6S222E|DMA|HLADM|RING6	6
3109	HLA-DMB	major histocompatibility complex, class II, DM beta	D6S221E|RING7	6
3111	HLA-DOA	major histocompatibility complex, class II, DO alpha	HLA-DNA|HLA-DZA|HLADZ	6
3112	HLA-DOB	major histocompatibility complex, class II, DO beta	DOB	6
3113	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	HLA-DP1A|HLADP|HLASB	6
3115	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	DPB1|HLA-DP1B	6
3117	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	CD|CELIAC1|DQ-A1|FLJ27088|FLJ27328|GSE|HLA-DQA|MGC149527	6
3118	HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	HLA-DXA	6
3119	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	CELIAC1|HLA-DQB|IDDM1	6
3122	HLA-DRA	major histocompatibility complex, class II, DR alpha	HLA-DRA1	6
3123	HLA-DRB1	major histocompatibility complex, class II, DR beta 1	DRB1|FLJ75017|FLJ76359|HLA-DR1B|HLA-DRB|HLA-DRB1|SS1	6
3125	HLA-DRB3	major histocompatibility complex, class II, DR beta 3	HLA-DR3B|HLA-DR52|MGC117330	6
3126	HLA-DRB4	major histocompatibility complex, class II, DR beta 4	DRB4|HLA-DR4B	6
3127	HLA-DRB5	major histocompatibility complex, class II, DR beta 5	FLJ76359|HLA-DRB	6
3133	HLA-E	major histocompatibility complex, class I, E	DKFZp686P19218|EA1.2|EA2.1|HLA-6.2|MHC|QA1	6
3134	HLA-F	major histocompatibility complex, class I, F	CDA12|HLA-5.4|HLA-CDA12|HLAF	6
3135	HLA-G	major histocompatibility complex, class I, G	MHC-G	6
3136	HLA-H	major histocompatibility complex, class I, H (pseudogene)	HLAHP	6
3140	MR1	major histocompatibility complex, class I-related	HLALS	1
3303	HSPA1A	heat shock 70kDa protein 1A	FLJ54303|FLJ54370|FLJ54392|FLJ54408|FLJ75127|HSP70-1|HSP70-1A|HSP70I|HSP72|HSPA1|HSPA1B	6
3304	HSPA1B	heat shock 70kDa protein 1B	FLJ54328|HSP70-1B|HSP70-2|HSPA1A	6
3305	HSPA1L	heat shock 70kDa protein 1-like	HSP70-1L|HSP70-HOM|HSP70T|hum70t	6
3306	HSPA2	heat shock 70kDa protein 2	HSP70-2|HSP70-3	14
3308	HSPA4	heat shock 70kDa protein 4	APG-2|HS24/P52|MGC131852|RY|hsp70|hsp70RY	5
3309	HSPA5	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	BIP|FLJ26106|GRP78|MIF2	9
3310	HSPA6	heat shock 70kDa protein 6 (HSP70B)	-	1
3312	HSPA8	heat shock 70kDa protein 8	HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP1|MGC131511|MGC29929|NIP71	11
3320	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1	FLJ31884|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP2	14
3326	HSP90AB1	heat shock protein 90kDa alpha (cytosolic), class B member 1	D6S182|FLJ26984|HSP90-BETA|HSP90B|HSPC2|HSPCB	6
3383	ICAM1	intercellular adhesion molecule 1	BB2|CD54|P3.58	19
3439	IFNA1	interferon, alpha 1	IFL|IFN|IFN-ALPHA|IFNA13|IFNA@|MGC138207|MGC138505|MGC138507	9
3440	IFNA2	interferon, alpha 2	IFNA|INFA2|MGC125764|MGC125765	9
3441	IFNA4	interferon, alpha 4	INFA4|MGC142200	9
3442	IFNA5	interferon, alpha 5	INFA5	9
3443	IFNA6	interferon, alpha 6	-	9
3444	IFNA7	interferon, alpha 7	IFNA-J	9
3445	IFNA8	interferon, alpha 8	-	9
3446	IFNA10	interferon, alpha 10	MGC119878|MGC119879	9
3447	IFNA13	interferon, alpha 13	-	9
3448	IFNA14	interferon, alpha 14	LEIF2H|MGC125756|MGC125757	9
3449	IFNA16	interferon, alpha 16	-	9
3451	IFNA17	interferon, alpha 17	IFNA|INFA|LEIF2C1	9
3452	IFNA21	interferon, alpha 21	MGC126687|MGC126689	9
3458	IFNG	interferon, gamma	IFG|IFI	12
3802	KIR2DL1	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	CD158A|KIR-K64|KIR221|NKAT|NKAT1|p58.1	19
3803	KIR2DL2	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2	CD158B1|CD158b|NKAT6|p58.2	19
3804	KIR2DL3	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3	CD158B2|CD158b|GL183|KIR-023GB|KIR-K7b|KIR-K7c|KIRCL23|MGC129943|NKAT|NKAT2|NKAT2A|NKAT2B|p58	19
3805	KIR2DL4	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4	CD158D|G9P|KIR103|KIR103AS	19
3806	KIR2DS1	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 1	CD158H|CD158a|p50.1	19
3808	KIR2DS3	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 3	NKAT7	19
3809	KIR2DS4	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4	CD158I|KIR1D|KIR412|KKA3|MGC120019|MGC125315|MGC125317|NKAT8	19
3810	KIR2DS5	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 5	CD158G|NKAT9	19
3811	KIR3DL1	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1	CD158E1|KIR|MGC119726|MGC119728|MGC126589|MGC126591|NKAT3|NKB1|NKB1B	19
3812	KIR3DL2	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	CD158K|MGC125321|NKAT4|NKAT4B|p140	19
3821	KLRC1	killer cell lectin-like receptor subfamily C, member 1	CD159A|MGC13374|MGC59791|NKG2|NKG2A	12
3822	KLRC2	killer cell lectin-like receptor subfamily C, member 2	CD159c|MGC138244|NKG2-C|NKG2C	12
3823	KLRC3	killer cell lectin-like receptor subfamily C, member 3	NKG2-E|NKG2E	12
3824	KLRD1	killer cell lectin-like receptor subfamily D, member 1	CD94	12
4049	LTA	lymphotoxin alpha (TNF superfamily, member 1)	LT|TNFB|TNFSF1	6
4261	CIITA	class II, major histocompatibility complex, transactivator	C2TA|CIITAIV|MHC2TA|NLRA	16
4276	MICA	MHC class I polypeptide-related sequence A	FLJ60820|MGC111087|PERB11.1	6
4277	MICB	MHC class I polypeptide-related sequence B	PERB11.2	6
4800	NFYA	nuclear transcription factor Y, alpha	CBF-A|CBF-B|FLJ11236|HAP2|NF-YA	6
4801	NFYB	nuclear transcription factor Y, beta	CBF-A|CBF-B|HAP3|NF-YB	12
4802	NFYC	nuclear transcription factor Y, gamma	CBF-C|CBFC|DKFZp667G242|FLJ45775|H1TF2A|HAP5|HSM|NF-YC	1
5641	LGMN	legumain	AEP|LGMN1|PRSC1	14
5696	PSMB8	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)	D6S216|D6S216E|LMP7|MGC1491|PSMB5i|RING10|beta5i	6
5700	PSMC1	proteasome (prosome, macropain) 26S subunit, ATPase, 1	MGC24583|MGC8541|P26S4|S4|p56	14
5701	PSMC2	proteasome (prosome, macropain) 26S subunit, ATPase, 2	MGC3004|MSS1|Nbla10058|S7	7
5702	PSMC3	proteasome (prosome, macropain) 26S subunit, ATPase, 3	MGC8487|TBP1	11
5704	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4	MGC13687|MGC23214|MGC8570|MIP224|S6|TBP7	19
5705	PSMC5	proteasome (prosome, macropain) 26S subunit, ATPase, 5	S8|SUG-1|SUG1|TBP10|TRIP1|p45|p45/SUG	17
5706	PSMC6	proteasome (prosome, macropain) 26S subunit, ATPase, 6	CADP44|MGC12520|P44|SUG2|p42	14
5707	PSMD1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	MGC133040|MGC133041|P112|Rpn2|S1	2
5708	PSMD2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	MGC14274|P97|Rpn1|S2|TRAP2	3
5709	PSMD3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	P58|RPN3|S3	17
5710	PSMD4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	AF|AF-1|ASF|MCB1|Rpn10|S5A|pUB-R5	1
5711	PSMD5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5	KIAA0072|MGC23145|S5B	9
5713	PSMD7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	MOV34|P40|Rpn8|S12	16
5714	PSMD8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	HIP6|HYPF|MGC1660|Nin1p|Rpn12|S14|p31	19
5716	PSMD10	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10	dJ889N15.2|p28	X
5717	PSMD11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	MGC3844|Rpn6|S9|p44.5	17
5719	PSMD13	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13	HSPC027|Rpn9|S11|p40.5	11
5720	PSME1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	IFI5111|MGC8628|PA28A|PA28alpha|REGalpha	14
5720	PSME1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	IFI5111|MGC8628|PA28A|PA28alpha|REGalpha	14
5721	PSME2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	PA28B|PA28beta|REGbeta	14
