LLID	NAME	BT474-1	BT474-2	BT474-3	Log Ratio	T stat	p-value
7046	TGFBR1 Transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)	3.701506252	4.665672573	4.526783282	4.297987369	14.28265798	0.004866343
5075	PAX1 Paired box 1	4.138011656	4.110505735	3.794282248	4.014266547	36.40121109	0.000753836
285878	LOC285878 Hypothetical protein LOC285878	3.677156292	3.663536928	3.369464111	3.570052444	35.56849542	0.000789504
84073	MYCBPAP MYCBP associated protein	2.722465893	3.422759515	3.631095549	3.258773653	11.8580467	0.007036728
400713	LOC400713 Zinc finger-like	3.57288979	2.655351989	3.002293684	3.076845154	11.50306632	0.007472799
57091	C20orf32 Chromosome 20 open reading frame 32	2.031754061	2.765534895	2.664581368	2.487290108	10.8319725	0.008415418
60598	KCNK15 Potassium channel, subfamily K, member 15	1.873365244	2.011099273	2.439497877	2.107987464	12.36666296	0.006475311
90768	MGC45800 Hypothetical protein LOC90768	2.11968034	1.799299922	2.067031053	1.995337105	20.11632974	0.002462047
124093	CCDC78 Coiled-coil domain containing 78	1.650925314	2.200821552	2.036465705	1.962737524	12.04387693	0.006823458
9727	RAB11FIP3 RAB11 family interacting protein 3 (class II)	1.919780433	2.070389328	1.746411236	1.912193666	20.42913181	0.002387496
23567	ZNF346 Zinc finger protein 346	1.637312867	1.790705739	2.199232756	1.875750454	11.18561395	0.007897897
5334	PLCL1 Phospholipase C-like 1	1.857835166	1.662756262	1.913090998	1.811227475	23.853923	0.00175282
54959	ODAM Odontogenic, ameloblast asssociated	1.840716763	1.919001844	1.412121392	1.723946666	10.94277913	0.008247943
29995	LMCD1 LIM and cysteine-rich domains 1	1.397220894	1.716819297	1.737255922	1.617098704	14.68793424	0.004603325
399786	399786	1.505042843	1.595040129	1.742388205	1.614157059	23.33297203	0.001831746
91782	CHMP7 CHMP family, member 7	1.408838465	1.582249609	1.846092736	1.612393603	12.68391829	0.006158385
285962	FLJ40852 Hypothetical protein FLJ40852	1.388767051	1.823394634	1.575658826	1.59594017	12.67873839	0.006163371
151657	LOC151657 Hypothetical protein LOC151657	1.507361932	1.772391595	1.310761582	1.530171703	11.44068597	0.007553589
285315	C3orf33 Chromosome 3 open reading frame 33	1.55989072	1.433377888	1.487352055	1.493540221	40.74928112	0.000601683
196483	FAM86A Family with sequence similarity 86, member A	1.209341065	1.550820502	1.473080948	1.411080838	13.65525265	0.005320151
1038	CDR1 Cerebellar degeneration-related protein 1, 34kDa	1.477338915	1.414406723	1.296296756	1.396014132	26.30747152	0.001441789
25759	SHC2 SHC (Src homology 2 domain containing) transforming protein 2	1.282511982	1.625614871	1.235124739	1.381083864	11.22573386	0.007842206
26038	CHD5 Chromodomain helicase DNA binding protein 5	1.414966805	1.283484217	1.432277813	1.376909612	29.30889697	0.0011621
84140	FLJ13305 Hypothetical protein FLJ13305	1.242542937	1.528321614	1.270259395	1.347041315	14.80385545	0.004532003
400607	400607	1.344682516	1.123161397	1.54583857	1.337894161	10.96063263	0.008221426
60343	FAM3A Family with sequence similarity 3, member A	1.224990435	1.5317233	1.251035525	1.33591642	13.60518504	0.005359065
92359	CRB3 Crumbs homolog 3 (Drosophila)	1.210533002	1.420585558	1.350601627	1.327240062	21.49315221	0.002157707
23627	PRND Prion protein 2 (dublet)	1.4211106	1.407925364	1.132937389	1.320657784	14.05892221	0.005021289
126003	TRAPPC5 Trafficking protein particle complex 5	1.219165856	1.499122401	1.225183602	1.314490619	14.23653	0.004897698
79767	ELMO3 Engulfment and cell motility 3	1.193894722	1.232788936	1.49582991	1.307504523	13.78791894	0.00521906
10811	NOXA1 NADPH oxidase activator 1	1.394699227	1.215696487	1.305985867	1.305460527	25.26324162	0.001563157
1473	CST5 Cystatin D	1.15835254	1.531872835	1.181054386	1.290426587	10.67342676	0.00866402
51522	TMEM14C Transmembrane protein 14C	1.137303697	1.503877372	1.203753191	1.281644753	11.3661393	0.007651859
27304	MOCS3 Molybdenum cofactor synthesis 3	1.069836189	1.302825492	1.43913565	1.27059911	11.78462124	0.00712375
25771	TBC1D22A TBC1 domain family, member 22A	1.105439732	1.278989762	1.413051345	1.265826946	14.21584555	0.004911856
55752	39336 Septin 11	1.301340758	1.315992194	1.158868697	1.258733883	25.11871237	0.001581154
10880	ACTL7B Actin-like 7B	1.028083222	1.395456607	1.34047522	1.254671683	10.96735306	0.008211477
25906	C11orf51 Chromosome 11 open reading frame 51	1.085570006	1.424360214	1.236509456	1.248813226	12.74382404	0.00610115
10382	TUBB4 Tubulin, beta 4	1.292466972	1.399354052	1.04685855	1.246226524	11.94273044	0.006938322
79056	PRRG4 Proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)	1.260007404	1.33648438	1.101536861	1.232676215	17.81670709	0.003135442
80233	C17orf70 Chromosome 17 open reading frame 70	1.204465036	1.344923007	1.134264779	1.227884274	19.82732089	0.00253407
3161	HMMR Hyaluronan-mediated motility receptor (RHAMM)	1.064580488	1.180146333	1.407956082	1.217560968	12.0701368	0.006794101
219793	C10orf27 Chromosome 10 open reading frame 27	1.042707717	1.268845943	1.321942695	1.211165452	14.14712045	0.004959339
135154	C6orf57 Chromosome 6 open reading frame 57	1.314305394	1.322442987	0.996140177	1.210962852	11.27137387	0.007779563
162979	ZNF342 Zinc finger protein 342	1.102119917	1.387046889	1.11033598	1.199834262	12.81376495	0.006035329
51510	CHMP5 Chromatin modifying protein 5	1.07596931	1.211418708	1.311930629	1.199772882	17.54962228	0.003231139
55654	TMEM127 Transmembrane protein 127	1.027271558	1.249179412	1.320548681	1.198999883	13.57850836	0.005379973
55150	FLJ10490 Hypothetical protein FLJ10490	1.270976781	1.016456526	1.270806989	1.186080099	13.9848475	0.005074218
440174	440174	1.268048186	1.001321048	1.237695868	1.1690217	13.86626775	0.005160702
401119	401119	1.334407637	1.047197462	1.122569093	1.168058064	13.58624843	0.005373894
2021	ENDOG Endonuclease G	1.060239038	1.267241177	1.167209218	1.164896478	19.49044802	0.002622078
51659	GINS2 GINS complex subunit 2 (Psf2 homolog)	0.949711967	1.320432573	1.217193485	1.162446008	10.5233707	0.008909552
