UNIQID	NAME	Gene.index	Gene.symbol	Col2	Fold	T-stat	Pvalue
31469	GeneID_6774___STAT3	6774	STAT3	Signal transducer and activator of transcription 3 (acute-phase response factor)	-1.630002872	-10.35789291	1.55E-15
27722	GeneID_23012__STK38L	23012	STK38L	Serine/threonine kinase 38 like	-1.461314087	-9.951597012	6.66E-15
29315	GeneID_9021___SOCS3	9021	SOCS3	Suppressor of cytokine signaling 3	-1.415759378	-8.459000394	3.22E-12
16116	GeneID_1606___DGKA	1606	DGKA	Diacylglycerol kinase, alpha 80kDa	1.170908824	8.599533789	3.63E-12
27275	GeneID_3091___HIF1A	3091	HIF1A	Hypoxia-inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	-1.234151679	-8.297628372	6.31E-12
26570	GeneID_4860___NP	4860	NP	Nucleoside phosphorylase	-0.940622727	-8.249896869	8.53E-12
24440	GeneID_2745___GLRX	2745	GLRX	Glutaredoxin (thioltransferase)	-1.297739885	-8.137549681	1.23E-11
30494	GeneID_4170___MCL1	4170	MCL1	Myeloid cell leukemia sequence 1 (BCL2-related)	-0.919632105	-8.117226821	1.34E-11
28981	GeneID_1491___CTH	1491	CTH	Cystathionase (cystathionine gamma-lyase)	-0.974297543	-7.920080178	3.06E-11
16913	GeneID_958____CD40	958	CD40	CD40 molecule, TNF receptor superfamily member 5	-1.012893284	-7.911692802	3.17E-11
28474	GeneID_330____BIRC3	330	BIRC3	Baculoviral IAP repeat-containing 3	-1.03160303	-7.830117441	4.46E-11
17627	GeneID_1861___TOR1A	1861	TOR1A	Torsin family 1, member A (torsin A)	-0.594512285	-7.806975307	4.91E-11
30702	GeneID_2745___GLRX	2745	GLRX	Glutaredoxin (thioltransferase)	-1.394199509	-7.800968926	5.04E-11
34886	GeneID_4792___NFKBIA	4792	NFKBIA	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	-0.966758395	-7.793754159	5.19E-11
27374	GeneID_4005___LMO2	4005	LMO2	LIM domain only 2 (rhombotin-like 1)	-1.378864583	-7.731607426	8.00E-11
28684	GeneID_960____CD44	960	CD44	CD44 molecule (Indian blood group)	-1.387007371	-7.656152251	9.23E-11
24230	GeneID_23012__STK38L	23012	STK38L	Serine/threonine kinase 38 like	-1.039411765	-7.703506479	1.07E-10
27399	GeneID_958____CD40	958	CD40	CD40 molecule, TNF receptor superfamily member 5	-0.900709363	-7.724787088	1.08E-10
32010	GeneID_10125__RASGRP1	10125	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	-1.286743182	-7.628520615	1.12E-10
19234	GeneID_5770___PTPN1	5770	PTPN1	Protein tyrosine phosphatase, non-receptor type 1	-1.136163429	-7.493037239	1.97E-10
27995	GeneID_7408___VASP	7408	VASP	Vasodilator-stimulated phosphoprotein	-0.751952498	-7.4580346	2.11E-10
25992	GeneID_10797__MTHFD2	10797	MTHFD2	Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	-1.086157658	-7.401385612	2.67E-10
19271	GeneID_960____CD44	960	CD44	CD44 molecule (Indian blood group)	-1.554147993	-7.390696242	2.79E-10
16766	GeneID_3091___HIF1A	3091	HIF1A	Hypoxia-inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	-0.768716953	-7.386953317	2.84E-10
24829	GeneID_4792___NFKBIA	4792	NFKBIA	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	-0.794129812	-7.324987067	3.67E-10
19233	GeneID_330____BIRC3	330	BIRC3	Baculoviral IAP repeat-containing 3	-1.057876167	-7.296970705	4.13E-10
16613	GeneID_7335___UBE2V1	7335	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	-0.608333579	-7.269260509	4.63E-10
27467	GeneID_2745___GLRX	2745	GLRX	Glutaredoxin (thioltransferase)	-1.294261616	-7.245586258	5.50E-10
34510	GeneID_55611__OTUB1	55611	OTUB1	OTU domain, ubiquitin aldehyde binding 1	-0.650978542	-7.222353556	5.63E-10
17046	GeneID_1977___EIF4E	1977	EIF4E	Eukaryotic translation initiation factor 4E	-0.687897379	-7.214799705	5.81E-10
28494	GeneID_1111___CHEK1	1111	CHEK1	CHK1 checkpoint homolog (S. pombe)	-0.966633593	-7.230809562	6.29E-10
26124	GeneID_1983___EIF5	1983	EIF5	Eukaryotic translation initiation factor 5	-0.974808586	-7.180286722	7.20E-10
16140	GeneID_960____CD44	960	CD44	CD44 molecule (Indian blood group)	-1.607914251	-7.162932984	7.21E-10
28595	GeneID_3939___LDHA	3939	LDHA	Lactate dehydrogenase A	-1.093363964	-7.158027792	7.36E-10
16611	GeneID_4323___MMP14	4323	MMP14	Matrix metallopeptidase 14 (membrane-inserted)	-0.734034398	-7.148111549	7.67E-10
16993	GeneID_2745___GLRX	2745	GLRX	Glutaredoxin (thioltransferase)	-1.324682965	-7.144067462	7.80E-10
15916	GeneID_330____BIRC3	330	BIRC3	Baculoviral IAP repeat-containing 3	-1.183544242	-7.09943469	1.08E-09
28345	GeneID_4860___NP	4860	NP	Nucleoside phosphorylase	-0.898363767	-7.077489372	1.10E-09
28438	GeneID_3614___IMPDH1	3614	IMPDH1	IMP (inosine monophosphate) dehydrogenase 1	-0.728245707	-7.049931854	1.23E-09
24374	GeneID_10109__ARPC2	10109	ARPC2	Actin related protein 2/3 complex, subunit 2, 34kDa	-1.276871465	-7.039873953	1.29E-09
34878	GeneID_2023___ENO1	2023	ENO1	Enolase 1, (alpha)	-1.022067895	-6.99420211	1.45E-09
24499	GeneID_4792___NFKBIA	4792	NFKBIA	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	-0.795134644	-6.980140978	1.54E-09
26665	GeneID_72_____ACTG2	72	ACTG2	Actin, gamma 2, smooth muscle, enteric	-1.250464247	-7.023427519	1.58E-09
24588	GeneID_57178__ZMIZ1	57178	ZMIZ1	Zinc finger, MIZ-type containing 1	-0.882306754	-7.075287937	1.72E-09
27217	GeneID_963____CD53	963	CD53	CD53 molecule	-0.670280917	-6.888469729	2.25E-09
16947	GeneID_5770___PTPN1	5770	PTPN1	Protein tyrosine phosphatase, non-receptor type 1	-1.035770588	-6.949232619	2.63E-09
27078	GeneID_1880___EBI2	1880	EBI2	Epstein-Barr virus induced gene 2 (lymphocyte-specific G protein-coupled receptor)	-1.925712247	-6.861709491	2.68E-09
29381	GeneID_7408___VASP	7408	VASP	Vasodilator-stimulated phosphoprotein	-0.716875505	-6.855085712	2.75E-09
16670	GeneID_4860___NP	4860	NP	Nucleoside phosphorylase	-0.674206407	-6.841390781	3.10E-09
32684	GeneID_23516__SLC39A14	23516	SLC39A14	Solute carrier family 39 (zinc transporter), member 14	-0.854031286	-6.806539697	3.16E-09
17874	GeneID_2023___ENO1	2023	ENO1	Enolase 1, (alpha)	-1.176591646	-6.800670824	3.24E-09
24079	GeneID_2023___ENO1	2023	ENO1	Enolase 1, (alpha)	-1.067574194	-6.818986997	3.39E-09
17626	GeneID_355____FAS	355	FAS	Fas (TNF receptor superfamily, member 6)	-1.023585628	-6.789940295	3.82E-09
29176	GeneID_8894___EIF2S2	8894	EIF2S2	Eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa	-0.664585586	-6.760176943	3.83E-09
29119	GeneID_2782___GNB1	2782	GNB1	Guanine nucleotide binding protein (G protein), beta polypeptide 1	-0.820560278	-6.74194294	4.12E-09
24835	GeneID_26099__C1orf144	26099	C1orf144	Chromosome 1 open reading frame 144	-0.713325143	-6.693692143	5.03E-09
29356	GeneID_355____FAS	355	FAS	Fas (TNF receptor superfamily, member 6)	-1.206723423	-6.666282466	5.63E-09
28475	GeneID_329____BIRC2	329	BIRC2	Baculoviral IAP repeat-containing 2	-0.621321717	-6.679111415	5.66E-09
29375	GeneID_355____FAS	355	FAS	Fas (TNF receptor superfamily, member 6)	-1.408374717	-6.691294843	5.71E-09
17600	GeneID_4602___MYB	4602	MYB	V-myb myeloblastosis viral oncogene homolog (avian)	-0.951710238	-6.659371535	5.80E-09
31432	GeneID_1977___EIF4E	1977	EIF4E	Eukaryotic translation initiation factor 4E	-0.633504423	-6.599148822	7.42E-09
24562	GeneID_2773___GNAI3	2773	GNAI3	Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	-0.698053283	-6.611315523	7.47E-09
28664	GeneID_1606___DGKA	1606	DGKA	Diacylglycerol kinase, alpha 80kDa	0.83506371	6.623708996	7.98E-09
31040	GeneID_10109__ARPC2	10109	ARPC2	Actin related protein 2/3 complex, subunit 2, 34kDa	-1.228005405	-6.578002638	8.10E-09
27493	GeneID_2745___GLRX	2745	GLRX	Glutaredoxin (thioltransferase)	-1.418229798	-6.580075758	8.48E-09
34201	UGID_158951	158951		CDNA FLJ41339 fis, clone BRASW1000053	1.861388889	6.578148865	1.02E-08
29455	GeneID_7411___VBP1	7411	VBP1	Von Hippel-Lindau binding protein 1	-0.842866175	-6.520431023	1.03E-08
15917	GeneID_329____BIRC2	329	BIRC2	Baculoviral IAP repeat-containing 2	-0.661064701	-6.519941801	1.03E-08
28434	GeneID_3688___ITGB1	3688	ITGB1	Integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	-1.112376858	-6.522641011	1.07E-08
16579	GeneID_4326___MMP17	4326	MMP17	Matrix metallopeptidase 17 (membrane-inserted)	-0.532127191	-6.498235352	1.12E-08
16882	GeneID_2773___GNAI3	2773	GNAI3	Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	-0.597563384	-6.499541732	1.18E-08
16954	GeneID_5223___PGAM1	5223	PGAM1	Phosphoglycerate mutase 1 (brain)	-0.952903522	-6.464801119	1.29E-08
17218	GeneID_4005___LMO2	4005	LMO2	LIM domain only 2 (rhombotin-like 1)	-1.867962903	-6.558344853	1.32E-08
28520	GeneID_5604___MAP2K1	5604	MAP2K1	Mitogen-activated protein kinase kinase 1	-0.750127778	-6.482091372	1.34E-08
27433	GeneID_5223___PGAM1	5223	PGAM1	Phosphoglycerate mutase 1 (brain)	-0.978742834	-6.453929575	1.35E-08
26566	GeneID_10135__PBEF1	10135	PBEF1	Pre-B-cell colony enhancing factor 1	-1.094449242	-6.444044996	1.48E-08
34700	GeneID_24140__FTSJ1	24140	FTSJ1	FtsJ homolog 1 (E. coli)	-0.777361916	-6.427930056	1.50E-08
26962	GeneID_10979__PLEKHC1	10979	PLEKHC1	Pleckstrin homology domain containing, family C (with FERM domain) member 1	-0.739603819	-6.433137373	1.63E-08
29165	GeneID_8894___EIF2S2	8894	EIF2S2	Eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa	-0.61434439	-6.401447054	1.67E-08
28351	GeneID_2773___GNAI3	2773	GNAI3	Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	-0.526666976	-6.39568711	1.80E-08
17366	GeneID_1491___CTH	1491	CTH	Cystathionase (cystathionine gamma-lyase)	-0.953985893	-6.410245518	1.88E-08
26919	GeneID_2530___FUT8	2530	FUT8	Fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	-1.169889517	-6.317128139	2.35E-08
28979	GeneID_4005___LMO2	4005	LMO2	LIM domain only 2 (rhombotin-like 1)	-1.679989141	-6.327861964	2.37E-08
19390	GeneID_3055___HCK	3055	HCK	Hemopoietic cell kinase	-1.357964292	-6.312841685	2.40E-08
15971	GeneID_7319___UBE2A	7319	UBE2A	Ubiquitin-conjugating enzyme E2A (RAD6 homolog)	-0.669497461	-6.304292191	2.48E-08
24795	GeneID_5886___RAD23A	5886	RAD23A	RAD23 homolog A (S. cerevisiae)	-0.524454645	-6.289871807	2.76E-08
19330	GeneID_963____CD53	963	CD53	CD53 molecule	-0.93574697	-6.283131055	2.84E-08
30120	GeneID_4170___MCL1	4170	MCL1	Myeloid cell leukemia sequence 1 (BCL2-related)	-0.526989435	-6.269243141	2.86E-08
28357	GeneID_4860___NP	4860	NP	Nucleoside phosphorylase	-0.884092677	-6.274392545	2.94E-08
24584	GeneID_55165__CEP55	55165	CEP55	Centrosomal protein 55kDa	-0.756582576	-6.26881999	3.01E-08
23978	AI370189	1000023978			-0.746438636	-6.258041026	3.14E-08
20239	GeneID_60_____ACTB	60	ACTB	Actin, beta	-1.38250516	-6.244641678	3.16E-08
26540	GeneID_1880___EBI2	1880	EBI2	Epstein-Barr virus induced gene 2 (lymphocyte-specific G protein-coupled receptor)	-1.846444589	-6.261833124	3.25E-08
16096	GeneID_3055___HCK	3055	HCK	Hemopoietic cell kinase	-1.166577083	-6.259950592	3.27E-08
16876	GeneID_5223___PGAM1	5223	PGAM1	Phosphoglycerate mutase 1 (brain)	-0.874682228	-6.227390412	3.39E-08
32071	GeneID_11101__ATE1	11101	ATE1	Arginyltransferase 1	-0.590119574	-6.227100893	3.40E-08
28644	GeneID_3055___HCK	3055	HCK	Hemopoietic cell kinase	-1.260005808	-6.180835495	4.29E-08
19238	GeneID_4005___LMO2	4005	LMO2	LIM domain only 2 (rhombotin-like 1)	-1.686390152	-6.168110667	4.52E-08
34708	GeneID_6446___SGK	6446	SGK	Serum/glucocorticoid regulated kinase	-1.36551723	-6.162970305	4.61E-08
30566	GeneID_10549__PRDX4	10549	PRDX4	Peroxiredoxin 4	-0.849862326	-6.13673247	4.90E-08
24050	GeneID_3936___LCP1	3936	LCP1	Lymphocyte cytosolic protein 1 (L-plastin)	-0.809841851	-6.123793554	5.16E-08
16466	GeneID_4170___MCL1	4170	MCL1	Myeloid cell leukemia sequence 1 (BCL2-related)	-0.812417677	-6.130737943	5.25E-08
26941	GeneID_5341___PLEK	5341	PLEK	Pleckstrin	-1.099315807	-6.113684783	5.38E-08
24719	GeneID_7846___TUBA3	7846	TUBA3	Tubulin, alpha 3	-1.053378952	-6.104137101	5.59E-08
25226	GeneID_9601___PDIA4	9601	PDIA4	Protein disulfide isomerase family A, member 4	-0.811721867	-6.101753102	5.64E-08
24549	GeneID_5452___POU2F2	5452	POU2F2	POU domain, class 2, transcription factor 2	-0.955753563	-6.076421499	6.25E-08
17492	GeneID_6938___TCF12	6938	TCF12	Transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	-0.90507904	-6.073785224	6.60E-08
24821	GeneID_960____CD44	960	CD44	CD44 molecule (Indian blood group)	-1.264596642	-6.047242208	7.03E-08
24725	GeneID_6924___TCEB3	6924	TCEB3	Transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)	-0.671250369	-6.043793793	7.13E-08
28649	GeneID_5537___PPP6C	5537	PPP6C	Protein phosphatase 6, catalytic subunit	-0.592686402	-6.049783032	7.27E-08
31428	GeneID_805____CALM2	805	CALM2	Calmodulin 2 (phosphorylase kinase, delta)	-0.686037019	-6.037374104	7.32E-08
16636	GeneID_2923___PDIA3	2923	PDIA3	Protein disulfide isomerase family A, member 3	-0.697607576	-6.047209005	7.34E-08
26907	GeneID_2530___FUT8	2530	FUT8	Fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	-1.092630823	-6.039502043	7.91E-08
17061	GeneID_3716___JAK1	3716	JAK1	Janus kinase 1 (a protein tyrosine kinase)	-0.845774242	-6.016979417	8.29E-08
24999	UGID_158951	158951		CDNA FLJ41339 fis, clone BRASW1000053	1.54645602	6.004089284	8.36E-08
31379	GeneID_3183___HNRPC	3183	HNRPC	Heterogeneous nuclear ribonucleoprotein C (C1/C2)	-0.594825061	-5.995377123	8.66E-08
25106	GeneID_50615__IL21R	50615	IL21R	Interleukin 21 receptor	-0.628940625	-6.012853994	8.80E-08
20238	GeneID_60_____ACTB	60	ACTB	Actin, beta	-1.179196478	-5.986656034	8.97E-08
32245	GeneID_5518___PPP2R1A	5518	PPP2R1A	Protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform	-0.669066749	-5.973203675	9.47E-08
27372	GeneID_2773___GNAI3	2773	GNAI3	Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	-0.65040076	-5.978365479	9.67E-08
28850	GeneID_1514___CTSL	1514	CTSL	Cathepsin L	-0.93857399	-5.975865605	9.77E-08
31313	GeneID_10987__COPS5	10987	COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	-0.54339375	-5.970693698	9.97E-08
24481	GeneID_1457___CSNK2A1	1457	CSNK2A1	Casein kinase 2, alpha 1 polypeptide	-0.536604423	-5.951199429	1.03E-07
24463	GeneID_11157__LSM6	11157	LSM6	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)	-0.715822222	-5.955322526	1.06E-07
34889	GeneID_6390___SDHB	6390	SDHB	Succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	-0.61007502	-5.934179166	1.11E-07
