Affy ID	Gene Symbol	name	EC	T	YS	CC
205387_s_at	CGB	chorionic gonadotropin, beta polypeptide	0	0	0	4.2225
204637_at	CGA	glycoprotein hormones, alpha polypeptide	0	0	0	1.3496
228004_at	C20orf56	chromosome 20 open reading frame 56	0	0	1.0675	0
206224_at	CST1	cystatin SN	0	0	1.0244	0
219465_at	APOA2	apolipoprotein A-II	0	0	0.9002	0
205289_at	BMP2	bone morphogenetic protein 2	0	0	0.9	0
40284_at	FOXA2	forkhead box A2	0	0	0.8755	0
204534_at	VTN	vitronectin (serum spreading factor, somatomedin B, complement S-protein)	0	0	0.8718	0
205500_at	C5	complement component 5	0	0	0.8542	0
231776_at	EOMES	eomesodermin homolog (Xenopus laevis)	0	0	0.8456	0
219466_s_at	APOA2	apolipoprotein A-II	0	0	0.835	0
206424_at	CYP26A1	cytochrome P450, family 26, subfamily A, polypeptide 1	0	0	0.8318	0
210381_s_at	CCKBR	cholecystokinin B receptor	0	0	0.7602	0
217707_x_at	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	0	0	-0.7293	0
206893_at	SALL1	sal-like 1 (Drosophila)	0	0	0.7166	0
214053_at	214053_at	CDNA FLJ44318 fis, clone TRACH3000780	0	0	0.7126	0
242128_at	OTX2	orthodenticle homolog 2 (Drosophila)	0	0	0.7111	0
210103_s_at	FOXA2	forkhead box A2	0	0	0.6866	0
229273_at	SALL1	sal-like 1 (Drosophila)	0	0	0.6576	0
220184_at	NANOG	Nanog homeobox	0.6521	0	0	0
218717_s_at	LEPREL1	leprecan-like 1	0	0	0.6079	0
205290_s_at	BMP2	bone morphogenetic protein 2	0	0	0.576	0
231731_at	OTX2	orthodenticle homolog 2 (Drosophila)	0	0	0.5251	0
229073_at	229073_at	CDNA FLJ12795 fis, clone NT2RP2002047	0	0	0.5222	0
206994_at	CST1	cystatin SN	0	0	0.5096	0
230493_at	230493_at	Transcribed sequence with weak  similarity to protein ref:NP_060312.1 (H.sapiens)  hypothetical protein FLJ20489 [Homo sapiens]	0	0	0.5051	0
208195_at	TTN	titin	0	0	0.5013	0
229178_at	LOC145786	hypothetical protein LOC145786	0	0	0.4796	0
236040_at	PLAC6	placenta-specific 6	0	0	0	0.4701
204201_s_at	PTPN13	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)	0	0	0.47	0
204515_at	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	0	0	0	0.4668
219993_at	SOX17	SRY (sex determining region Y)-box 17	0	0	0.4597	0
218931_at	RAB17	RAB17, member RAS oncogene family	0	0	0.4561	0
212713_at	MFAP4	microfibrillar-associated protein 4	0	0.44	0	0
205130_at	RAGE	renal tumor antigen	0	0	0.4102	0
203964_at	NMI	N-myc (and STAT) interactor	0	0	-0.3851	0
201325_s_at	EMP1	epithelial membrane protein 1	0	0.3605	0	0
226145_s_at	FRAS1	Fraser syndrome 1	0	0	0.3602	0
224150_s_at	BITE	p10-binding protein	0	0	0.3292	0
205380_at	PDZK1	PDZ domain containing 1	0	0	0.3285	0
228750_at	228750_at	Transcribed sequences	0	0.3209	0	0
203973_s_at	CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	0	0	-0.3135	0
219330_at	VANGL1	vang-like 1 (van gogh, Drosophila)	0	0	0.3119	0
206247_at	MICB	MHC class I polypeptide-related sequence B	0.3108	0	0	0
210540_s_at	B4GALT4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4	0	0	0.3048	0
210074_at	CTSL2	cathepsin L2	0	0	0.2928	0
226884_at	LRRN1	leucine rich repeat neuronal 1	0	0	0.2726	0
205578_at	ROR2	receptor tyrosine kinase-like orphan receptor 2	0	0	0.2688	0
208747_s_at	C1S	complement component 1, s subcomponent	0	0	-0.2628	0
239503_at	239503_at	Clone IMAGE:5301910, mRNA	0	0	0.2627	0
205534_at	PCDH7	BH-protocadherin (brain-heart)	0	0	0.2584	0
205222_at	EHHADH	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	0	0	0.255	0
206343_s_at	NRG1	neuregulin 1	0	0	0.2435	0
212067_s_at	C1R	complement component 1, r subcomponent	0	0	-0.2421	0
204641_at	NEK2	NIMA (never in mitosis gene a)-related kinase 2	0	0	0.2388	0
208025_s_at	HMGA2	high mobility group AT-hook 2	0	0	0.2273	0
240944_at	240944_at	CDNA clone IMAGE:5532261, partial cds	0	0	0.225	0
231310_at	231310_at	Transcribed sequences	0	-0.2205	0	0
206542_s_at	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	0	0	-0.2203	0
210265_x_at	POU5F1	POU domain, class 5, transcription factor 1	0.2192	0	0	0
208286_x_at	POU5F1	POU domain, class 5, transcription factor 1	0.2068	0	0	0
219036_at	BITE	p10-binding protein	0	0	0.2017	0
209757_s_at	MYCN	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)	0	-0.1988	0	0
203824_at	TM4SF3	transmembrane 4 superfamily member 3	0	0.1976	0	0
220668_s_at	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	0.1433	-0.1922	0	0
223217_s_at	MAIL	molecule possessing ankyrin repeats induced by lipopolysaccharide (MAIL), homolog of mouse	0	0.1895	0	0
203234_at	UPP1	uridine phosphorylase 1	0.1881	0	0	0
237810_at	CLDN6	claudin 6	0	-0.1818	0	0
204170_s_at	CKS2	CDC28 protein kinase regulatory subunit 2	0	-0.1708	0	0
207092_at	LEP	leptin (obesity homolog, mouse)	0	0	0	0.1672
209173_at	AGR2	anterior gradient 2 homolog (Xenopus laevis)	0	0.1659	0	0
227234_at	227234_at	CDNA clone IMAGE:6169999, partial cds	0	0	0.1616	0
219250_s_at	FLRT3	fibronectin leucine rich transmembrane protein 3	0	0	0.1612	0
201893_x_at	DCN	decorin	0	0.0826	-0.1605	0
216237_s_at	MCM5	MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)	0	-0.1587	0	0
230943_at	SOX17	SRY (sex determining region Y)-box 17	0	0	0.1534	0
226147_s_at	PIGR	polymeric immunoglobulin receptor	0	0.1531	0	0
219654_at	PTPLA	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member a	0	0	0.153	0
232378_at	SLC5A9	solute carrier family 5 (sodium/glucose cotransporter), member 9	0	0	0.1527	0
207761_s_at	DKFZP586A0522	DKFZP586A0522 protein	0	0	-0.152	0
208079_s_at	STK6	serine/threonine kinase 6	0	-0.1494	0	0
212531_at	LCN2	lipocalin 2 (oncogene 24p3)	0	0.1493	0	0
202291_s_at	MGP	matrix Gla protein	0	0.1481	-0.0679	0
201324_at	EMP1	epithelial membrane protein 1	0	0.1357	0	0
232985_s_at	DPPA4	developmental pluripotency associated 4	0.1339	0	0	0
213030_s_at	PLXNA2	plexin A2	0	0	0.1305	0
203440_at	CDH2	cadherin 2, type 1, N-cadherin (neuronal)	0	0	0.1301	0
204026_s_at	ZWINT	ZW10 interactor	0	-0.1297	0	0
214532_x_at	POU5F1	POU domain, class 5, transcription factor 1	0.1249	0	0	0
214710_s_at	CCNB1	cyclin B1	0	-0.123	0	0
201860_s_at	PLAT	plasminogen activator, tissue	0	0.123	0	0
212670_at	ELN	elastin (supravalvular aortic stenosis, Williams-Beuren syndrome)	0	0.1229	0	0
203764_at	DLG7	discs, large homolog 7 (Drosophila)	0	-0.1227	0	0
239647_at	CHST13	carbohydrate (chondroitin 4) sulfotransferase 13	0	0	0.1165	0
222088_s_at	SLC2A14	solute carrier family 2 (facilitated glucose transporter), member 14	0	0	0.1163	0
237461_at	NALP7	NACHT, leucine rich repeat and PYD containing 7	0.1157	0	0	0
211896_s_at	DCN	decorin	0	0.098	-0.1105	0
201465_s_at	JUN	v-jun sarcoma virus 17 oncogene homolog (avian)	0	0.1086	0	0
237911_at	237911_at	Transcribed sequences	0.1066	0	0	0
211813_x_at	DCN	decorin	0	0.103	0	0
203448_s_at	TERF1	telomeric repeat binding factor (NIMA-interacting) 1	0.094	0	0	0
210905_x_at	POU5F1	POU domain, class 5, transcription factor 1	0.092	0	0	0
206432_at	HAS2	hyaluronan synthase 2	0	0	0.0914	0
204964_s_at	SSPN	sarcospan (Kras oncogene-associated gene)	0	0.0905	0	0
213293_s_at	TRIM22	tripartite motif-containing 22	0	0	-0.0901	0
205229_s_at	COCH	coagulation factor C homolog, cochlin (Limulus polyphemus)	0	0	0.0897	0
228635_at	PCDH10	protocadherin 10	0	0	0.0895	0
202609_at	EPS8	epidermal growth factor receptor pathway substrate 8	0	0.0893	0	0
212865_s_at	COL14A1	collagen, type XIV, alpha 1 (undulin)	0	0.0886	0	0
213992_at	COL4A6	collagen, type IV, alpha 6	0	0	0.0864	0
238755_at	238755_at	Transcribed sequences	0	0	0.0858	0
215034_s_at	TM4SF1	transmembrane 4 superfamily member 1	0	0.0848	0	0
212415_at	SEPT6	septin 6	0.0826	0	0	0
221245_s_at	DKFZP434E2135	hypothetical protein DKFZp434E2135	0	0	0.082	0
204767_s_at	FEN1	flap structure-specific endonuclease 1	0	-0.076	0	0
212964_at	HIC2	hypermethylated in cancer 2	0	-0.0721	0	0
219823_at	LIN28	lin-28 homolog (C. elegans)	0	-0.0656	0	0
209335_at	DCN	decorin	0	0.0652	-0.0445	0
225834_at	MGC57827	Similar to RIKEN cDNA 2700049P18 gene	0	-0.0638	0	0
205381_at	LRRC17	leucine rich repeat containing 17	0	0.0635	0	0
219863_at	CEB1	cyclin-E binding protein 1	0.0603	0	0	0
201466_s_at	JUN	v-jun sarcoma virus 17 oncogene homolog (avian)	0	0.0584	0	0
206794_at	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	0	0	0.0568	0
214471_x_at	CGB	chorionic gonadotropin, beta polypeptide	0	0	0	0.0555
203441_s_at	CDH2	cadherin 2, type 1, N-cadherin (neuronal)	0	0	0.0519	0
204962_s_at	CENPA	centromere protein A, 17kDa	0	-0.0491	0	0
209386_at	TM4SF1	transmembrane 4 superfamily member 1	0	0.0436	0	0
238625_at	LOC199920	hypothetical protein LOC199920	0	0	0.0435	0
223381_at	CDCA1	cell division cycle associated 1	0	-0.036	0	0
231381_at	231381_at	Transcribed sequences	0.0272	0	0	0
210665_at	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	0	0	0	0.0271
201859_at	PRG1	proteoglycan 1, secretory granule	0	0	-0.0186	0
201693_s_at	EGR1	early growth response 1	0	0.017	0	0
201531_at	ZFP36	zinc finger protein 36, C3H type, homolog (mouse)	0	0.0166	0	0
225645_at	EHF	ets homologous factor	0	0.0164	0	0
214397_at	MBD2	methyl-CpG binding domain protein 2	0	-0.0163	0	0
204092_s_at	STK6	serine/threonine kinase 6	0	-0.0161	0	0
