Gene ID	Score(d)	Fold Change	q-value(%)
214211_at	-3.98044897	0.559438666	0
202284_s_at	3.978208981	0.397323747	0
218822_s_at	3.339488697	1.427338365	84.51130161
200734_s_at	3.282514003	0.726512427	84.55497309
201236_s_at	3.184893212	0.619841616	84.56638374
203814_s_at	3.136615994	1.976112513	84.51130161
212705_x_at	3.10562367	1.351575945	84.51130161
202978_s_at	3.077983155	1.581973626	84.51130161
201500_s_at	3.027011999	0.761046294	84.6293916
203273_s_at	2.962693704	1.442162862	84.51130161
214606_at	2.88468805	1.778466923	84.51130161
205839_s_at	2.869599752	1.725861776	84.51130161
203336_s_at	2.85029489	1.578207874	84.51130161
222131_x_at	2.846886802	1.208704445	84.51130161
45653_at	2.841602005	1.191412748	84.51130161
203670_at	2.758619014	1.638290804	84.51130161
202815_s_at	2.736831606	1.415623188	84.51130161
212819_at	2.729983676	1.400417899	84.51130161
210474_s_at	2.650870409	1.110164625	84.51130161
204959_at	2.636469628	1.187221941	84.51130161
217407_x_at	2.632817549	1.104990638	84.51130161
218463_s_at	2.606279714	1.448671686	84.51130161
221769_at	2.551400353	1.351049802	84.51130161
215739_s_at	2.541267263	1.948675945	84.51130161
220507_s_at	2.536425558	2.25500401	84.51130161
219401_at	2.511582654	1.223610171	84.51130161
209514_s_at	2.491210711	1.518808415	84.51130161
201230_s_at	2.481109513	1.267297151	84.51130161
212786_at	2.478455894	1.316016038	84.51130161
212005_at	2.455918489	1.264468934	84.51130161
203467_at	2.451667186	1.627701511	84.51130161
214873_at	2.449886793	1.103877738	84.51130161
213590_at	2.445933559	1.435075279	84.51130161
204301_at	2.43911611	1.667497533	84.51130161
208685_x_at	2.420431095	1.17316931	84.51130161
219885_at	2.419411827	2.065653772	84.51130161
202348_s_at	2.389827506	1.388977753	84.51130161
221849_s_at	2.36784983	1.339740752	84.51130161
219482_at	2.367261101	1.438571993	84.51130161
212034_s_at	2.364378075	1.245745975	84.51130161
213393_at	2.348678136	1.823268397	84.51130161
206593_s_at	2.344549611	1.18902791	84.51130161
206855_s_at	2.341725821	1.315751765	84.51130161
209799_at	2.337142689	1.738296335	84.51130161
206155_at	2.336894923	3.243830659	84.51130161
210951_x_at	2.327964153	1.489773346	84.51130161
213359_at	2.327134763	1.614913421	84.51130161
213879_at	2.32632178	1.245260544	84.51130161
214186_s_at	2.318917562	1.439480379	84.51130161
219818_s_at	2.31494027	1.299079087	84.51130161
212424_at	2.314466855	1.133923839	84.51130161
220615_s_at	2.307611561	1.650780806	84.51130161
203225_s_at	2.291764677	1.230800117	84.51130161
201707_at	2.289451404	1.437465519	84.51130161
204531_s_at	2.288495335	1.196010104	84.51130161
217635_s_at	2.272791713	1.283042597	84.51130161
91952_at	2.271826696	1.303576388	84.51130161
201815_s_at	2.267191522	1.034614845	84.51130161
204833_at	2.26480182	1.410524859	84.51130161
211935_at	2.260013549	1.368529556	84.51130161
205944_s_at	2.250575268	1.469267957	84.51130161
218969_at	2.245951055	1.363668821	84.51130161
210328_at	2.244548602	3.400749184	84.51130161
219399_at	2.236790759	1.242180724	84.51130161
204136_at	2.236486025	1.555514361	84.51130161
218344_s_at	2.235350826	1.46119079	84.51130161
209957_s_at	2.233061886	1.172661575	84.51130161
201061_s_at	2.206984084	1.347737169	84.51130161
209501_at	2.20051703	1.90379874	84.51130161
210787_s_at	2.199954966	1.525231913	84.51130161
212987_at	2.1931038	1.689820372	84.51130161
205219_s_at	2.192705318	1.061577058	84.51130161
210758_at	2.190780424	1.225098294	84.51130161
203318_s_at	2.185961966	1.120271131	84.51130161
212886_at	2.170773099	1.400515246	84.51130161
219236_at	2.159737347	2.287562375	84.51130161
209364_at	2.155536053	1.271089089	84.51130161
212892_at	2.144512302	1.358682172	84.51130161
34031_i_at	2.139717466	1.196501383	84.51130161
211137_s_at	2.135777628	1.473599881	84.51130161
48808_at	2.125825644	1.620564819	84.51130161
219648_at	2.124181771	1.832932129	84.51130161
213403_at	2.120065111	1.426960551	84.51130161
211597_s_at	2.105038308	3.455344434	84.51130161
214126_at	2.102718331	1.451291848	84.51130161
218657_at	2.102115453	1.487970819	84.51130161
213042_s_at	2.101515436	1.24851469	84.51130161
206077_at	2.096516061	1.291846789	84.51130161
217889_s_at	2.090228938	1.767871157	84.51130161
220143_x_at	2.090155858	1.235219539	84.51130161
212271_at	2.08919583	1.231636807	84.51130161
210678_s_at	2.089034147	1.263630796	84.51130161
219065_s_at	2.08842416	1.269285507	84.51130161
218911_at	2.088073802	1.129317178	84.51130161
205577_at	2.086492279	2.975954758	84.51130161
220384_at	2.08515352	1.740997792	84.51130161
205300_s_at	2.080259383	1.352888887	84.51130161
212475_at	2.078855443	1.352482074	84.51130161
209525_at	2.075382864	1.459478124	84.51130161
210140_at	2.070518124	1.371819752	84.51130161
