Grp1 Mean	Grp1 SEM	Grp2 Mean	Grp2 SEM	Ratio	Direction	p-value	Gene Identifier	Other ID	Gene Name	UG Cluster	LocusLink	Gene ID
11.183667	0.086887	8.965153	0.220896	4.65	Down	0.000729741	AF000381	211074_at	folate receptor 1 (adult)	-	2348	-
8.00681	0.153106	5.892067	0.365761	4.33	Down	0.005951833	BF056092	242629_at	RAB3B, member RAS oncogene family	Hs.123072	5865	RAB3B
8.51618	0.095486	6.68365	0.305696	3.56	Down	0.004616708	M10098	affx-humrge/m10098_m_at	-	-	-	-
8.633273	0.089558	6.919477	0.270793	3.28	Down	0.00386193	AF010601	205188_s_at	SMAD family member 5	Hs.167700	4090	SMAD5
10.4455	0.116136	8.76599	0.11034	3.2	Down	0.000467868	AW005982	224568_x_at	Metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	Hs.642877	378938	MALAT1
11.009733	0.100834	9.466297	0.085821	2.91	Down	0.000309655	AF132202	223940_x_at	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	-	378938	-
5.4	0.111868	6.896227	0.110579	2.82	Up	0.000681853	BE551351	204851_s_at	Doublecortex; lissencephaly, X-linked (doublecortin)	Hs.34780	1641	DCX
9.286043	0.094734	7.892613	0.232292	2.63	Down	0.005141787	AW182459	235476_at	Beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)	Hs.212957	26229	B3GAT3
7.330603	0.046498	5.942847	0.21232	2.62	Down	0.003087927	NM_015962	219927_at	Chromosome 14 open reading frame 111	Hs.579828	51077	C14orf111
7.144323	0.097886	5.765243	0.243969	2.6	Down	0.006313617	AF010601	205187_at	SMAD family member 5	Hs.167700	4090	SMAD5
5.871177	0.168066	4.53979	0.02964	2.52	Down	0.001456533	BF002121	225937_at	Cut-like 1, CCAAT displacement protein (Drosophila)	Hs.191482	1523	CUTL1
6.495283	0.130367	5.1659	0.161547	2.51	Down	0.003053995	AA019836	241733_at	Chromosome 18 open reading frame 54	Hs.208701	162681	C18orf54
7.24726	0.141705	5.936163	0.183376	2.48	Down	0.004810921	AA521018	236962_at	Polypyrimidine tract binding protein 2	Hs.591430	58155	PTBP2
8.937867	0.101703	7.661367	0.271502	2.42	Down	0.011665254	AI824012	202600_s_at	Nuclear receptor interacting protein 1	Hs.155017	8204	NRIP1
5.069743	0.038957	3.809673	0.111695	2.4	Down	0.000439864	BF114679	238831_at	Transcribed locus	Hs.596771	-	-
7.134873	0.081318	5.898087	0.230589	2.36	Down	0.007189211	BF673049	1558924_s_at	Restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)	Hs.524809	6249	RSN
6.18626	0.136127	4.95276	0.219769	2.35	Down	0.008830251	AW274468	242299_at	-	-	-	-
8.082423	0.11956	6.85598	0.229642	2.34	Down	0.009056544	AI249980	235003_at	U2AF homology motif (UHM) kinase 1	Hs.127310	127933	UHMK1
6.567753	0.066816	5.34343	0.188849	2.34	Down	0.003628086	AW263086	228250_at	Folliculin interacting protein 1	Hs.591273	96459	FNIP1
7.37444	0.13167	6.183923	0.078358	2.28	Down	0.001479094	BE467612	230921_s_at	Poly(rC) binding protein 2	Hs.546271	5094	PCBP2
